support,pattern
21,"[15, 69, 69]"
16,"[15, 69, 12]"
15,"[15, 69, 51]"
20,"[15, 69, 56]"
18,"[15, 69, 35]"
16,"[15, 69, 58]"
15,"[15, 69, 49]"
15,"[15, 69, 4]"
18,"[15, 69, 34]"
19,"[15, 69, 33]"
16,"[15, 69, 13]"
17,"[15, 69, 53]"
12,"[15, 69, 16]"
12,"[15, 66]"
12,"[15, 66, 70]"
12,"[15, 66, 69]"
20,"[15, 42]"
14,"[15, 42, 54]"
15,"[15, 42, 25]"
16,"[15, 42, 28]"
14,"[15, 42, 48]"
12,"[15, 42, 20]"
13,"[15, 42, 37]"
17,"[15, 42, 70]"
15,"[15, 42, 32]"
14,"[15, 42, 18]"
14,"[15, 42, 8]"
13,"[15, 42, 27]"
14,"[15, 42, 17]"
14,"[15, 42, 0]"
16,"[15, 42, 29]"
14,"[15, 42, 10]"
15,"[15, 42, 69]"
13,"[15, 42, 51]"
15,"[15, 42, 56]"
12,"[15, 42, 35]"
12,"[15, 42, 53]"
13,"[15, 42, 34]"
14,"[15, 42, 33]"
21,"[15, 25]"
15,"[15, 25, 28]"
19,"[15, 25, 48]"
14,"[15, 25, 62]"
14,"[15, 25, 20]"
17,"[15, 25, 37]"
21,"[15, 25, 70]"
12,"[15, 25, 26]"
12,"[15, 25, 50]"
13,"[15, 25, 60]"
13,"[15, 25, 32]"
12,"[15, 25, 18]"
14,"[15, 25, 27]"
14,"[15, 25, 17]"
12,"[15, 25, 0]"
17,"[15, 25, 29]"
14,"[15, 25, 6]"
12,"[15, 25, 10]"
17,"[15, 25, 69]"
15,"[15, 25, 56]"
13,"[15, 25, 25]"
12,"[15, 25, 58]"
14,"[15, 25, 49]"
12,"[15, 25, 33]"
16,"[15, 25, 54]"
19,"[15, 48]"
16,"[15, 48, 48]"
12,"[15, 48, 20]"
15,"[15, 48, 37]"
19,"[15, 48, 70]"
12,"[15, 48, 26]"
12,"[15, 48, 50]"
13,"[15, 48, 60]"
12,"[15, 48, 32]"
13,"[15, 48, 27]"
13,"[15, 48, 17]"
13,"[15, 48, 0]"
16,"[15, 48, 29]"
12,"[15, 48, 6]"
12,"[15, 48, 10]"
15,"[15, 48, 69]"
15,"[15, 48, 56]"
14,"[15, 48, 25]"
13,"[15, 48, 28]"
15,"[15, 48, 54]"
15,"[15, 20]"
14,"[15, 20, 37]"
15,"[15, 20, 70]"
12,"[15, 20, 17]"
13,"[15, 20, 29]"
12,"[15, 20, 69]"
12,"[15, 20, 48]"
17,"[15, 37]"
17,"[15, 37, 70]"
14,"[15, 37, 60]"
12,"[15, 37, 17]"
13,"[15, 37, 29]"
12,"[15, 37, 6]"
14,"[15, 37, 48]"
12,"[15, 37, 54]"
15,"[15, 26]"
13,"[15, 26, 50]"
12,"[15, 26, 6]"
15,"[15, 26, 70]"
12,"[15, 26, 48]"
14,"[15, 50]"
12,"[15, 50, 29]"
14,"[15, 50, 70]"
15,"[15, 60]"
12,"[15, 60, 0]"
12,"[15, 60, 29]"
13,"[15, 60, 6]"
15,"[15, 60, 70]"
13,"[15, 60, 48]"
20,"[15, 32]"
18,"[15, 32, 18]"
18,"[15, 32, 8]"
17,"[15, 32, 27]"
17,"[15, 32, 17]"
18,"[15, 32, 0]"
20,"[15, 32, 29]"
15,"[15, 32, 6]"
17,"[15, 32, 10]"
20,"[15, 32, 70]"
16,"[15, 32, 69]"
19,"[15, 32, 56]"
12,"[15, 32, 62]"
18,"[15, 32, 25]"
18,"[15, 32, 48]"
18,"[15, 32, 28]"
16,"[15, 32, 35]"
13,"[15, 32, 58]"
14,"[15, 32, 4]"
13,"[15, 32, 34]"
15,"[15, 32, 33]"
13,"[15, 32, 37]"
15,"[15, 32, 54]"
12,"[15, 32, 42]"
19,"[15, 18]"
18,"[15, 18, 8]"
17,"[15, 18, 27]"
18,"[15, 18, 17]"
17,"[15, 18, 0]"
19,"[15, 18, 29]"
16,"[15, 18, 6]"
17,"[15, 18, 10]"
19,"[15, 18, 70]"
14,"[15, 18, 69]"
18,"[15, 18, 56]"
13,"[15, 18, 62]"
16,"[15, 18, 25]"
17,"[15, 18, 48]"
17,"[15, 18, 28]"
17,"[15, 18, 35]"
14,"[15, 18, 58]"
14,"[15, 18, 4]"
13,"[15, 18, 34]"
15,"[15, 18, 33]"
13,"[15, 18, 37]"
14,"[15, 18, 54]"
20,"[15, 8]"
12,"[15, 8, 8]"
18,"[15, 8, 27]"
19,"[15, 8, 17]"
19,"[15, 8, 0]"
20,"[15, 8, 29]"
16,"[15, 8, 6]"
18,"[15, 8, 10]"
20,"[15, 8, 70]"
15,"[15, 8, 69]"
20,"[15, 8, 56]"
13,"[15, 8, 62]"
18,"[15, 8, 25]"
18,"[15, 8, 48]"
19,"[15, 8, 28]"
18,"[15, 8, 35]"
15,"[15, 8, 58]"
14,"[15, 8, 4]"
15,"[15, 8, 34]"
17,"[15, 8, 33]"
12,"[15, 8, 26]"
13,"[15, 8, 37]"
14,"[15, 8, 54]"
19,"[15, 27]"
18,"[15, 27, 17]"
17,"[15, 27, 0]"
19,"[15, 27, 29]"
15,"[15, 27, 6]"
16,"[15, 27, 10]"
18,"[15, 27, 70]"
15,"[15, 27, 69]"
17,"[15, 27, 56]"
15,"[15, 27, 25]"
16,"[15, 27, 48]"
16,"[15, 27, 28]"
16,"[15, 27, 35]"
14,"[15, 27, 58]"
12,"[15, 27, 4]"
12,"[15, 27, 27]"
12,"[15, 27, 34]"
14,"[15, 27, 33]"
12,"[15, 27, 54]"
20,"[15, 17]"
17,"[15, 17, 0]"
19,"[15, 17, 29]"
16,"[15, 17, 6]"
15,"[15, 17, 10]"
20,"[15, 17, 70]"
15,"[15, 17, 69]"
17,"[15, 17, 56]"
12,"[15, 17, 62]"
15,"[15, 17, 25]"
17,"[15, 17, 48]"
16,"[15, 17, 28]"
12,"[15, 17, 17]"
15,"[15, 17, 35]"
13,"[15, 17, 58]"
14,"[15, 17, 4]"
13,"[15, 17, 27]"
13,"[15, 17, 34]"
15,"[15, 17, 33]"
13,"[15, 17, 54]"
22,"[15, 0]"
16,"[15, 0, 29]"
17,"[15, 0, 6]"
17,"[15, 0, 10]"
22,"[15, 0, 70]"
17,"[15, 0, 69]"
19,"[15, 0, 56]"
13,"[15, 0, 62]"
18,"[15, 0, 25]"
18,"[15, 0, 48]"
19,"[15, 0, 28]"
13,"[15, 0, 17]"
15,"[15, 0, 35]"
13,"[15, 0, 58]"
13,"[15, 0, 49]"
15,"[15, 0, 4]"
13,"[15, 0, 27]"
15,"[15, 0, 34]"
17,"[15, 0, 33]"
12,"[15, 0, 26]"
13,"[15, 0, 37]"
14,"[15, 0, 54]"
12,"[15, 0, 53]"
22,"[15, 29]"
16,"[15, 29, 6]"
17,"[15, 29, 10]"
21,"[15, 29, 70]"
15,"[15, 29, 69]"
18,"[15, 29, 56]"
13,"[15, 29, 62]"
16,"[15, 29, 25]"
17,"[15, 29, 48]"
17,"[15, 29, 28]"
15,"[15, 29, 35]"
12,"[15, 29, 58]"
12,"[15, 29, 49]"
15,"[15, 29, 4]"
14,"[15, 29, 34]"
16,"[15, 29, 33]"
12,"[15, 29, 37]"
13,"[15, 29, 29]"
16,"[15, 29, 0]"
13,"[15, 29, 54]"
18,"[15, 6]"
13,"[15, 6, 10]"
18,"[15, 6, 70]"
12,"[15, 6, 69]"
14,"[15, 6, 56]"
13,"[15, 6, 25]"
14,"[15, 6, 48]"
13,"[15, 6, 28]"
12,"[15, 6, 17]"
12,"[15, 6, 35]"
12,"[15, 6, 58]"
12,"[15, 6, 49]"
12,"[15, 6, 6]"
13,"[15, 6, 4]"
12,"[15, 6, 29]"
12,"[15, 6, 33]"
12,"[15, 6, 54]"
21,"[15, 10]"
20,"[15, 10, 70]"
15,"[15, 10, 69]"
19,"[15, 10, 56]"
13,"[15, 10, 62]"
17,"[15, 10, 25]"
17,"[15, 10, 48]"
19,"[15, 10, 28]"
18,"[15, 10, 35]"
15,"[15, 10, 58]"
12,"[15, 10, 49]"
12,"[15, 10, 6]"
13,"[15, 10, 34]"
15,"[15, 10, 33]"
12,"[15, 10, 26]"
12,"[15, 10, 37]"
14,"[15, 10, 29]"
12,"[15, 10, 0]"
13,"[15, 10, 54]"
12,"[15, 10, 53]"
22,"[15, 56]"
13,"[15, 56, 62]"
18,"[15, 56, 25]"
18,"[15, 56, 48]"
20,"[15, 56, 28]"
21,"[15, 56, 70]"
18,"[15, 56, 35]"
15,"[15, 56, 58]"
12,"[15, 56, 49]"
13,"[15, 56, 6]"
16,"[15, 56, 69]"
15,"[15, 56, 29]"
12,"[15, 56, 10]"
14,"[15, 56, 56]"
14,"[15, 56, 34]"
16,"[15, 56, 33]"
13,"[15, 56, 26]"
13,"[15, 56, 37]"
12,"[15, 56, 0]"
14,"[15, 56, 54]"
12,"[15, 56, 53]"
19,"[15, 35]"
16,"[15, 35, 58]"
13,"[15, 35, 62]"
19,"[15, 35, 70]"
16,"[15, 35, 48]"
15,"[15, 35, 69]"
12,"[15, 35, 29]"
13,"[15, 35, 34]"
15,"[15, 35, 33]"
18,"[15, 35, 28]"
16,"[15, 35, 25]"
13,"[15, 35, 54]"
12,"[15, 35, 53]"
16,"[15, 58]"
16,"[15, 58, 70]"
13,"[15, 58, 48]"
13,"[15, 58, 69]"
14,"[15, 58, 28]"
12,"[15, 58, 25]"
15,"[15, 49]"
13,"[15, 49, 70]"
19,"[15, 13]"
17,"[15, 13, 53]"
18,"[15, 13, 70]"
15,"[15, 13, 34]"
15,"[15, 13, 33]"
18,"[15, 13, 28]"
17,"[15, 13, 25]"
16,"[15, 13, 48]"
18,"[15, 13, 69]"
15,"[15, 13, 32]"
15,"[15, 13, 18]"
16,"[15, 13, 8]"
14,"[15, 13, 27]"
15,"[15, 13, 17]"
16,"[15, 13, 0]"
14,"[15, 13, 6]"
12,"[15, 13, 4]"
17,"[15, 13, 56]"
16,"[15, 13, 35]"
17,"[15, 13, 29]"
16,"[15, 13, 10]"
14,"[15, 13, 58]"
13,"[15, 13, 37]"
13,"[15, 13, 60]"
15,"[15, 13, 54]"
14,"[15, 13, 13]"
14,"[15, 13, 42]"
12,"[15, 13, 51]"
15,"[15, 13, 16]"
14,"[15, 13, 68]"
18,"[15, 53]"
17,"[15, 53, 70]"
14,"[15, 53, 34]"
14,"[15, 53, 33]"
16,"[15, 53, 28]"
16,"[15, 53, 25]"
14,"[15, 53, 48]"
17,"[15, 53, 69]"
14,"[15, 53, 32]"
14,"[15, 53, 18]"
15,"[15, 53, 8]"
13,"[15, 53, 27]"
14,"[15, 53, 17]"
14,"[15, 53, 0]"
13,"[15, 53, 6]"
15,"[15, 53, 56]"
15,"[15, 53, 35]"
16,"[15, 53, 29]"
15,"[15, 53, 10]"
14,"[15, 53, 58]"
13,"[15, 53, 37]"
15,"[15, 53, 54]"
13,"[15, 53, 13]"
16,"[15, 53, 53]"
13,"[15, 53, 42]"
12,"[15, 53, 51]"
16,"[15, 4]"
13,"[15, 4, 56]"
13,"[15, 4, 10]"
15,"[15, 4, 70]"
12,"[15, 4, 28]"
12,"[15, 4, 48]"
13,"[15, 43]"
12,"[15, 43, 70]"
26,[16]
19,"[16, 51]"
12,"[16, 51, 14]"
12,"[16, 51, 12]"
18,"[16, 51, 70]"
14,"[16, 51, 34]"
15,"[16, 51, 33]"
16,"[16, 51, 28]"
14,"[16, 51, 54]"
17,"[16, 51, 69]"
14,"[16, 51, 42]"
17,"[16, 51, 25]"
15,"[16, 51, 48]"
13,"[16, 51, 32]"
14,"[16, 51, 18]"
13,"[16, 51, 8]"
14,"[16, 51, 27]"
13,"[16, 51, 17]"
16,"[16, 51, 0]"
18,"[16, 51, 29]"
12,"[16, 51, 6]"
14,"[16, 51, 10]"
13,"[16, 51, 51]"
15,"[16, 51, 56]"
12,"[16, 51, 35]"
12,"[16, 51, 13]"
12,"[16, 51, 53]"
12,"[16, 51, 4]"
14,"[16, 16]"
13,"[16, 16, 70]"
12,"[16, 16, 69]"
20,"[16, 68]"
19,"[16, 68, 70]"
17,"[16, 68, 34]"
17,"[16, 68, 33]"
16,"[16, 68, 28]"
17,"[16, 68, 54]"
17,"[16, 68, 69]"
12,"[16, 68, 42]"
16,"[16, 68, 25]"
15,"[16, 68, 48]"
12,"[16, 68, 20]"
13,"[16, 68, 37]"
12,"[16, 68, 26]"
12,"[16, 68, 50]"
13,"[16, 68, 60]"
15,"[16, 68, 32]"
14,"[16, 68, 18]"
14,"[16, 68, 8]"
14,"[16, 68, 27]"
14,"[16, 68, 17]"
15,"[16, 68, 0]"
16,"[16, 68, 29]"
15,"[16, 68, 6]"
14,"[16, 68, 10]"
14,"[16, 68, 56]"
13,"[16, 68, 35]"
12,"[16, 68, 49]"
15,"[16, 68, 53]"
17,"[16, 14]"
16,"[16, 14, 70]"
12,"[16, 14, 34]"
13,"[16, 14, 33]"
13,"[16, 14, 28]"
15,"[16, 14, 69]"
14,"[16, 14, 25]"
12,"[16, 14, 48]"
12,"[16, 14, 32]"
12,"[16, 14, 18]"
14,"[16, 14, 27]"
13,"[16, 14, 17]"
12,"[16, 14, 0]"
17,"[16, 14, 29]"
12,"[16, 14, 10]"
13,"[16, 14, 56]"
18,"[16, 12]"
16,"[16, 12, 70]"
13,"[16, 12, 34]"
13,"[16, 12, 33]"
14,"[16, 12, 28]"
13,"[16, 12, 54]"
13,"[16, 12, 69]"
16,"[16, 12, 42]"
14,"[16, 12, 25]"
13,"[16, 12, 48]"
15,"[16, 12, 32]"
13,"[16, 12, 18]"
13,"[16, 12, 27]"
14,"[16, 12, 17]"
13,"[16, 12, 0]"
14,"[16, 12, 29]"
13,"[16, 12, 10]"
13,"[16, 12, 51]"
13,"[16, 12, 56]"
12,"[16, 12, 13]"
13,"[16, 12, 53]"
26,"[16, 70]"
15,"[16, 70, 62]"
26,"[16, 70, 70]"
25,"[16, 70, 34]"
25,"[16, 70, 33]"
25,"[16, 70, 28]"
24,"[16, 70, 54]"
22,"[16, 70, 69]"
18,"[16, 70, 42]"
23,"[16, 70, 25]"
22,"[16, 70, 48]"
20,"[16, 70, 20]"
19,"[16, 70, 37]"
17,"[16, 70, 26]"
15,"[16, 70, 50]"
16,"[16, 70, 60]"
12,"[16, 70, 36]"
12,"[16, 70, 64]"
21,"[16, 70, 32]"
22,"[16, 70, 18]"
22,"[16, 70, 8]"
21,"[16, 70, 27]"
21,"[16, 70, 17]"
22,"[16, 70, 0]"
23,"[16, 70, 29]"
20,"[16, 70, 6]"
20,"[16, 70, 10]"
14,"[16, 70, 12]"
14,"[16, 70, 51]"
20,"[16, 70, 56]"
18,"[16, 70, 35]"
17,"[16, 70, 58]"
15,"[16, 70, 49]"
12,"[16, 70, 55]"
16,"[16, 70, 53]"
12,"[16, 70, 13]"
14,"[16, 70, 14]"
13,"[16, 70, 9]"
16,"[16, 70, 4]"
15,"[16, 62]"
14,"[16, 62, 70]"
12,"[16, 62, 33]"
13,"[16, 62, 28]"
13,"[16, 62, 54]"
12,"[16, 62, 69]"
12,"[16, 62, 25]"
12,"[16, 62, 48]"
12,"[16, 62, 0]"
13,"[16, 62, 29]"
12,"[16, 62, 6]"
12,"[16, 62, 10]"
12,"[16, 62, 56]"
25,"[16, 34]"
25,"[16, 34, 33]"
24,"[16, 34, 28]"
14,"[16, 34, 62]"
21,"[16, 34, 54]"
23,"[16, 34, 70]"
21,"[16, 34, 69]"
15,"[16, 34, 42]"
23,"[16, 34, 25]"
22,"[16, 34, 48]"
20,"[16, 34, 20]"
19,"[16, 34, 37]"
16,"[16, 34, 26]"
14,"[16, 34, 50]"
15,"[16, 34, 60]"
18,"[16, 34, 32]"
17,"[16, 34, 18]"
16,"[16, 34, 8]"
18,"[16, 34, 27]"
18,"[16, 34, 17]"
18,"[16, 34, 0]"
21,"[16, 34, 29]"
19,"[16, 34, 6]"
18,"[16, 34, 10]"
12,"[16, 34, 12]"
12,"[16, 34, 51]"
18,"[16, 34, 56]"
14,"[16, 34, 35]"
15,"[16, 34, 58]"
14,"[16, 34, 49]"
14,"[16, 34, 53]"
12,"[16, 34, 14]"
13,"[16, 34, 4]"
15,"[16, 34, 34]"
25,"[16, 33]"
24,"[16, 33, 28]"
19,"[16, 33, 33]"
14,"[16, 33, 62]"
22,"[16, 33, 54]"
24,"[16, 33, 70]"
20,"[16, 33, 69]"
15,"[16, 33, 42]"
23,"[16, 33, 25]"
22,"[16, 33, 48]"
19,"[16, 33, 20]"
19,"[16, 33, 37]"
15,"[16, 33, 26]"
14,"[16, 33, 50]"
14,"[16, 33, 60]"
18,"[16, 33, 32]"
17,"[16, 33, 18]"
15,"[16, 33, 8]"
18,"[16, 33, 27]"
19,"[16, 33, 17]"
18,"[16, 33, 0]"
22,"[16, 33, 29]"
19,"[16, 33, 6]"
17,"[16, 33, 10]"
13,"[16, 33, 12]"
17,"[16, 33, 56]"
13,"[16, 33, 35]"
13,"[16, 33, 58]"
14,"[16, 33, 49]"
12,"[16, 33, 55]"
14,"[16, 33, 53]"
15,"[16, 33, 34]"
14,"[16, 33, 4]"
25,"[16, 28]"
18,"[16, 28, 33]"
13,"[16, 28, 62]"
18,"[16, 28, 28]"
20,"[16, 28, 54]"
24,"[16, 28, 70]"
20,"[16, 28, 69]"
14,"[16, 28, 42]"
23,"[16, 28, 25]"
22,"[16, 28, 48]"
16,"[16, 28, 20]"
18,"[16, 28, 37]"
15,"[16, 28, 26]"
14,"[16, 28, 50]"
13,"[16, 28, 60]"
17,"[16, 28, 32]"
16,"[16, 28, 18]"
14,"[16, 28, 8]"
17,"[16, 28, 27]"
18,"[16, 28, 17]"
19,"[16, 28, 0]"
22,"[16, 28, 29]"
20,"[16, 28, 6]"
17,"[16, 28, 10]"
13,"[16, 28, 12]"
12,"[16, 28, 51]"
17,"[16, 28, 56]"
12,"[16, 28, 58]"
13,"[16, 28, 49]"
15,"[16, 28, 53]"
12,"[16, 28, 13]"
14,"[16, 28, 4]"
14,"[16, 28, 34]"
24,"[16, 54]"
14,"[16, 54, 62]"
19,"[16, 54, 28]"
21,"[16, 54, 54]"
24,"[16, 54, 70]"
18,"[16, 54, 69]"
14,"[16, 54, 42]"
20,"[16, 54, 25]"
20,"[16, 54, 48]"
16,"[16, 54, 20]"
17,"[16, 54, 37]"
14,"[16, 54, 26]"
13,"[16, 54, 50]"
13,"[16, 54, 60]"
17,"[16, 54, 32]"
17,"[16, 54, 18]"
17,"[16, 54, 8]"
17,"[16, 54, 27]"
19,"[16, 54, 17]"
19,"[16, 54, 0]"
21,"[16, 54, 29]"
19,"[16, 54, 6]"
17,"[16, 54, 10]"
12,"[16, 54, 12]"
17,"[16, 54, 56]"
14,"[16, 54, 49]"
12,"[16, 54, 53]"
19,"[16, 54, 33]"
16,"[16, 54, 34]"
14,"[16, 54, 4]"
24,"[16, 69]"
21,"[16, 69, 42]"
15,"[16, 69, 62]"
20,"[16, 69, 54]"
22,"[16, 69, 25]"
23,"[16, 69, 28]"
21,"[16, 69, 48]"
17,"[16, 69, 20]"
18,"[16, 69, 37]"
24,"[16, 69, 70]"
16,"[16, 69, 26]"
13,"[16, 69, 50]"
16,"[16, 69, 60]"
12,"[16, 69, 36]"
20,"[16, 69, 32]"
21,"[16, 69, 18]"
21,"[16, 69, 8]"
20,"[16, 69, 27]"
21,"[16, 69, 17]"
22,"[16, 69, 0]"
23,"[16, 69, 29]"
19,"[16, 69, 6]"
20,"[16, 69, 10]"
22,"[16, 69, 69]"
17,"[16, 69, 12]"
17,"[16, 69, 51]"
19,"[16, 69, 56]"
16,"[16, 69, 35]"
14,"[16, 69, 58]"
14,"[16, 69, 49]"
16,"[16, 69, 13]"
18,"[16, 69, 53]"
16,"[16, 69, 4]"
20,"[16, 69, 34]"
22,"[16, 69, 33]"
12,"[16, 69, 16]"
14,"[16, 69, 14]"
22,"[16, 42]"
18,"[16, 42, 54]"
19,"[16, 42, 25]"
19,"[16, 42, 28]"
17,"[16, 42, 48]"
15,"[16, 42, 20]"
16,"[16, 42, 37]"
20,"[16, 42, 70]"
13,"[16, 42, 26]"
13,"[16, 42, 60]"
19,"[16, 42, 32]"
17,"[16, 42, 18]"
16,"[16, 42, 8]"
16,"[16, 42, 27]"
17,"[16, 42, 17]"
17,"[16, 42, 0]"
19,"[16, 42, 29]"
14,"[16, 42, 6]"
16,"[16, 42, 10]"
19,"[16, 42, 69]"
15,"[16, 42, 51]"
17,"[16, 42, 56]"
13,"[16, 42, 35]"
12,"[16, 42, 13]"
15,"[16, 42, 53]"
12,"[16, 42, 4]"
16,"[16, 42, 34]"
17,"[16, 42, 33]"
12,"[16, 42, 14]"
23,"[16, 25]"
19,"[16, 25, 28]"
21,"[16, 25, 48]"
14,"[16, 25, 62]"
16,"[16, 25, 20]"
17,"[16, 25, 37]"
23,"[16, 25, 70]"
14,"[16, 25, 26]"
14,"[16, 25, 50]"
13,"[16, 25, 60]"
16,"[16, 25, 32]"
15,"[16, 25, 18]"
14,"[16, 25, 8]"
16,"[16, 25, 27]"
17,"[16, 25, 17]"
17,"[16, 25, 0]"
20,"[16, 25, 29]"
18,"[16, 25, 6]"
16,"[16, 25, 10]"
18,"[16, 25, 69]"
17,"[16, 25, 56]"
20,"[16, 25, 25]"
13,"[16, 25, 35]"
13,"[16, 25, 58]"
14,"[16, 25, 49]"
19,"[16, 25, 54]"
16,"[16, 25, 33]"
13,"[16, 25, 4]"
13,"[16, 25, 34]"
22,"[16, 48]"
12,"[16, 48, 62]"
19,"[16, 48, 48]"
15,"[16, 48, 20]"
17,"[16, 48, 37]"
22,"[16, 48, 70]"
14,"[16, 48, 26]"
13,"[16, 48, 50]"
14,"[16, 48, 60]"
16,"[16, 48, 32]"
14,"[16, 48, 18]"
14,"[16, 48, 8]"
16,"[16, 48, 27]"
17,"[16, 48, 17]"
18,"[16, 48, 0]"
20,"[16, 48, 29]"
17,"[16, 48, 6]"
16,"[16, 48, 10]"
18,"[16, 48, 69]"
12,"[16, 48, 12]"
16,"[16, 48, 56]"
20,"[16, 48, 25]"
17,"[16, 48, 28]"
12,"[16, 48, 49]"
19,"[16, 48, 54]"
13,"[16, 48, 42]"
14,"[16, 48, 4]"
15,"[16, 48, 33]"
13,"[16, 48, 34]"
20,"[16, 20]"
16,"[16, 20, 37]"
19,"[16, 20, 70]"
13,"[16, 20, 62]"
14,"[16, 20, 26]"
13,"[16, 20, 50]"
13,"[16, 20, 60]"
14,"[16, 20, 32]"
14,"[16, 20, 18]"
13,"[16, 20, 8]"
14,"[16, 20, 27]"
16,"[16, 20, 17]"
15,"[16, 20, 0]"
18,"[16, 20, 29]"
16,"[16, 20, 6]"
15,"[16, 20, 10]"
16,"[16, 20, 69]"
13,"[16, 20, 56]"
16,"[16, 20, 25]"
17,"[16, 20, 48]"
16,"[16, 20, 28]"
16,"[16, 20, 54]"
13,"[16, 20, 4]"
15,"[16, 20, 33]"
12,"[16, 20, 34]"
19,"[16, 37]"
18,"[16, 37, 70]"
13,"[16, 37, 26]"
15,"[16, 37, 60]"
13,"[16, 37, 32]"
13,"[16, 37, 18]"
12,"[16, 37, 8]"
14,"[16, 37, 27]"
15,"[16, 37, 17]"
15,"[16, 37, 0]"
16,"[16, 37, 29]"
15,"[16, 37, 6]"
13,"[16, 37, 10]"
12,"[16, 37, 69]"
12,"[16, 37, 56]"
16,"[16, 37, 25]"
16,"[16, 37, 48]"
13,"[16, 37, 28]"
14,"[16, 37, 54]"
13,"[16, 37, 4]"
13,"[16, 37, 33]"
17,"[16, 26]"
13,"[16, 26, 50]"
12,"[16, 26, 32]"
12,"[16, 26, 27]"
12,"[16, 26, 17]"
15,"[16, 26, 0]"
14,"[16, 26, 29]"
15,"[16, 26, 6]"
13,"[16, 26, 10]"
17,"[16, 26, 70]"
13,"[16, 26, 69]"
13,"[16, 26, 25]"
14,"[16, 26, 48]"
12,"[16, 26, 28]"
12,"[16, 26, 54]"
13,"[16, 26, 4]"
15,"[16, 50]"
12,"[16, 50, 0]"
13,"[16, 50, 29]"
13,"[16, 50, 6]"
15,"[16, 50, 70]"
13,"[16, 50, 69]"
12,"[16, 50, 48]"
16,"[16, 60]"
12,"[16, 60, 32]"
12,"[16, 60, 18]"
12,"[16, 60, 8]"
12,"[16, 60, 27]"
13,"[16, 60, 17]"
14,"[16, 60, 0]"
14,"[16, 60, 29]"
15,"[16, 60, 6]"
12,"[16, 60, 10]"
16,"[16, 60, 70]"
13,"[16, 60, 25]"
14,"[16, 60, 48]"
12,"[16, 60, 28]"
12,"[16, 60, 54]"
12,"[16, 60, 4]"
12,"[16, 36]"
12,"[16, 64]"
12,"[16, 64, 64]"
12,"[16, 64, 70]"
12,"[16, 64, 28]"
23,"[16, 32]"
22,"[16, 32, 18]"
22,"[16, 32, 8]"
21,"[16, 32, 27]"
21,"[16, 32, 17]"
20,"[16, 32, 0]"
23,"[16, 32, 29]"
18,"[16, 32, 6]"
20,"[16, 32, 10]"
23,"[16, 32, 70]"
19,"[16, 32, 69]"
19,"[16, 32, 56]"
12,"[16, 32, 62]"
21,"[16, 32, 25]"
20,"[16, 32, 48]"
21,"[16, 32, 28]"
17,"[16, 32, 35]"
14,"[16, 32, 58]"
13,"[16, 32, 9]"
16,"[16, 32, 4]"
17,"[16, 32, 34]"
19,"[16, 32, 33]"
18,"[16, 32, 54]"
16,"[16, 32, 37]"
13,"[16, 32, 60]"
13,"[16, 32, 26]"
13,"[16, 32, 42]"
16,"[16, 32, 20]"
15,"[16, 32, 32]"
23,"[16, 18]"
20,"[16, 18, 8]"
13,"[16, 18, 18]"
19,"[16, 18, 27]"
20,"[16, 18, 17]"
19,"[16, 18, 0]"
23,"[16, 18, 29]"
19,"[16, 18, 6]"
19,"[16, 18, 10]"
22,"[16, 18, 70]"
16,"[16, 18, 69]"
18,"[16, 18, 56]"
13,"[16, 18, 62]"
20,"[16, 18, 25]"
20,"[16, 18, 48]"
20,"[16, 18, 28]"
17,"[16, 18, 35]"
15,"[16, 18, 58]"
12,"[16, 18, 49]"
12,"[16, 18, 9]"
15,"[16, 18, 4]"
16,"[16, 18, 34]"
19,"[16, 18, 33]"
17,"[16, 18, 54]"
15,"[16, 18, 37]"
12,"[16, 18, 26]"
13,"[16, 18, 32]"
15,"[16, 18, 20]"
24,"[16, 8]"
15,"[16, 8, 8]"
17,"[16, 8, 18]"
22,"[16, 8, 27]"
22,"[16, 8, 17]"
21,"[16, 8, 0]"
24,"[16, 8, 29]"
19,"[16, 8, 6]"
21,"[16, 8, 10]"
24,"[16, 8, 70]"
19,"[16, 8, 69]"
12,"[16, 8, 51]"
20,"[16, 8, 56]"
13,"[16, 8, 62]"
22,"[16, 8, 25]"
21,"[16, 8, 48]"
23,"[16, 8, 28]"
19,"[16, 8, 35]"
16,"[16, 8, 58]"
12,"[16, 8, 49]"
14,"[16, 8, 9]"
16,"[16, 8, 4]"
19,"[16, 8, 34]"
21,"[16, 8, 33]"
16,"[16, 8, 54]"
15,"[16, 8, 37]"
12,"[16, 8, 60]"
14,"[16, 8, 26]"
12,"[16, 8, 14]"
15,"[16, 8, 32]"
16,"[16, 8, 20]"
22,"[16, 27]"
21,"[16, 27, 17]"
18,"[16, 27, 0]"
22,"[16, 27, 29]"
17,"[16, 27, 6]"
19,"[16, 27, 10]"
22,"[16, 27, 70]"
18,"[16, 27, 69]"
17,"[16, 27, 56]"
19,"[16, 27, 25]"
19,"[16, 27, 48]"
20,"[16, 27, 28]"
16,"[16, 27, 35]"
14,"[16, 27, 58]"
14,"[16, 27, 4]"
16,"[16, 27, 34]"
18,"[16, 27, 33]"
14,"[16, 27, 54]"
12,"[16, 27, 37]"
16,"[16, 27, 27]"
12,"[16, 27, 32]"
13,"[16, 27, 20]"
23,"[16, 17]"
18,"[16, 17, 0]"
