support,pattern
32,"[33, 25]"
26,"[33, 25, 28]"
28,"[33, 25, 48]"
18,"[33, 25, 62]"
23,"[33, 25, 20]"
25,"[33, 25, 37]"
32,"[33, 25, 70]"
17,"[33, 25, 26]"
17,"[33, 25, 50]"
18,"[33, 25, 60]"
12,"[33, 25, 36]"
13,"[33, 25, 64]"
21,"[33, 25, 32]"
18,"[33, 25, 18]"
18,"[33, 25, 8]"
23,"[33, 25, 27]"
25,"[33, 25, 17]"
22,"[33, 25, 0]"
12,"[33, 25, 3]"
28,"[33, 25, 29]"
25,"[33, 25, 6]"
18,"[33, 25, 10]"
25,"[33, 25, 69]"
17,"[33, 25, 12]"
19,"[33, 25, 56]"
25,"[33, 25, 25]"
16,"[33, 25, 35]"
17,"[33, 25, 58]"
20,"[33, 25, 49]"
17,"[33, 25, 55]"
23,"[33, 25, 33]"
18,"[33, 25, 4]"
19,"[33, 25, 34]"
27,"[33, 25, 54]"
13,"[33, 25, 13]"
17,"[33, 25, 53]"
17,"[33, 25, 42]"
30,"[33, 48]"
14,"[33, 48, 62]"
24,"[33, 48, 48]"
19,"[33, 48, 20]"
21,"[33, 48, 37]"
30,"[33, 48, 70]"
16,"[33, 48, 26]"
15,"[33, 48, 50]"
17,"[33, 48, 60]"
20,"[33, 48, 32]"
16,"[33, 48, 18]"
17,"[33, 48, 8]"
22,"[33, 48, 27]"
24,"[33, 48, 17]"
23,"[33, 48, 0]"
27,"[33, 48, 29]"
24,"[33, 48, 6]"
18,"[33, 48, 10]"
24,"[33, 48, 69]"
17,"[33, 48, 12]"
18,"[33, 48, 56]"
25,"[33, 48, 25]"
23,"[33, 48, 28]"
12,"[33, 48, 35]"
12,"[33, 48, 58]"
16,"[33, 48, 49]"
17,"[33, 48, 55]"
19,"[33, 48, 33]"
19,"[33, 48, 4]"
16,"[33, 48, 34]"
26,"[33, 48, 54]"
14,"[33, 48, 53]"
18,"[33, 48, 42]"
26,"[33, 20]"
22,"[33, 20, 37]"
17,"[33, 20, 20]"
26,"[33, 20, 70]"
15,"[33, 20, 62]"
17,"[33, 20, 26]"
17,"[33, 20, 50]"
17,"[33, 20, 60]"
12,"[33, 20, 36]"
19,"[33, 20, 32]"
18,"[33, 20, 18]"
17,"[33, 20, 8]"
21,"[33, 20, 27]"
23,"[33, 20, 17]"
19,"[33, 20, 0]"
24,"[33, 20, 29]"
21,"[33, 20, 6]"
18,"[33, 20, 10]"
21,"[33, 20, 69]"
16,"[33, 20, 12]"
15,"[33, 20, 56]"
20,"[33, 20, 25]"
21,"[33, 20, 48]"
21,"[33, 20, 28]"
15,"[33, 20, 35]"
13,"[33, 20, 58]"
16,"[33, 20, 49]"
13,"[33, 20, 55]"
16,"[33, 20, 4]"
21,"[33, 20, 54]"
15,"[33, 20, 42]"
12,"[33, 20, 53]"
19,"[33, 20, 33]"
18,"[33, 20, 34]"
26,"[33, 37]"
14,"[33, 37, 20]"
26,"[33, 37, 70]"
14,"[33, 37, 62]"
16,"[33, 37, 26]"
12,"[33, 37, 50]"
20,"[33, 37, 60]"
17,"[33, 37, 32]"
16,"[33, 37, 18]"
15,"[33, 37, 8]"
20,"[33, 37, 27]"
22,"[33, 37, 17]"
20,"[33, 37, 0]"
23,"[33, 37, 29]"
21,"[33, 37, 6]"
15,"[33, 37, 10]"
19,"[33, 37, 69]"
13,"[33, 37, 12]"
13,"[33, 37, 56]"
21,"[33, 37, 25]"
22,"[33, 37, 48]"
19,"[33, 37, 28]"
12,"[33, 37, 35]"
16,"[33, 37, 49]"
15,"[33, 37, 55]"
17,"[33, 37, 4]"
20,"[33, 37, 54]"
13,"[33, 37, 42]"
17,"[33, 37, 33]"
16,"[33, 37, 34]"
12,"[33, 37, 37]"
20,"[33, 26]"
16,"[33, 26, 50]"
15,"[33, 26, 32]"
13,"[33, 26, 18]"
13,"[33, 26, 8]"
16,"[33, 26, 27]"
17,"[33, 26, 17]"
17,"[33, 26, 0]"
18,"[33, 26, 29]"
17,"[33, 26, 6]"
14,"[33, 26, 10]"
20,"[33, 26, 70]"
15,"[33, 26, 69]"
15,"[33, 26, 25]"
17,"[33, 26, 48]"
14,"[33, 26, 28]"
13,"[33, 26, 37]"
14,"[33, 26, 4]"
15,"[33, 26, 54]"
13,"[33, 26, 33]"
12,"[33, 26, 34]"
20,"[33, 50]"
14,"[33, 50, 32]"
13,"[33, 50, 18]"
13,"[33, 50, 8]"
15,"[33, 50, 27]"
16,"[33, 50, 17]"
16,"[33, 50, 0]"
19,"[33, 50, 29]"
16,"[33, 50, 6]"
13,"[33, 50, 10]"
20,"[33, 50, 70]"
16,"[33, 50, 69]"
13,"[33, 50, 62]"
13,"[33, 50, 25]"
17,"[33, 50, 48]"
13,"[33, 50, 28]"
13,"[33, 50, 49]"
12,"[33, 50, 55]"
15,"[33, 50, 37]"
14,"[33, 50, 4]"
16,"[33, 50, 54]"
13,"[33, 50, 33]"
12,"[33, 50, 34]"
20,"[33, 60]"
15,"[33, 60, 32]"
13,"[33, 60, 18]"
14,"[33, 60, 8]"
16,"[33, 60, 27]"
18,"[33, 60, 17]"
16,"[33, 60, 0]"
18,"[33, 60, 29]"
18,"[33, 60, 6]"
12,"[33, 60, 10]"
20,"[33, 60, 70]"
15,"[33, 60, 69]"
16,"[33, 60, 25]"
18,"[33, 60, 48]"
15,"[33, 60, 28]"
12,"[33, 60, 55]"
14,"[33, 60, 4]"
15,"[33, 60, 54]"
13,"[33, 60, 26]"
12,"[33, 60, 33]"
12,"[33, 60, 34]"
12,"[33, 36]"
12,"[33, 36, 27]"
12,"[33, 36, 17]"
12,"[33, 36, 29]"
12,"[33, 36, 70]"
13,"[33, 64]"
13,"[33, 64, 64]"
12,"[33, 64, 29]"
13,"[33, 64, 70]"
23,"[33, 32]"
19,"[33, 32, 18]"
20,"[33, 32, 8]"
21,"[33, 32, 27]"
20,"[33, 32, 17]"
18,"[33, 32, 0]"
22,"[33, 32, 29]"
17,"[33, 32, 6]"
17,"[33, 32, 10]"
23,"[33, 32, 70]"
20,"[33, 32, 69]"
14,"[33, 32, 12]"
17,"[33, 32, 56]"
18,"[33, 32, 25]"
17,"[33, 32, 48]"
18,"[33, 32, 28]"
13,"[33, 32, 35]"
13,"[33, 32, 4]"
14,"[33, 32, 34]"
15,"[33, 32, 33]"
15,"[33, 32, 37]"
12,"[33, 32, 60]"
16,"[33, 32, 54]"
15,"[33, 32, 42]"
13,"[33, 32, 20]"
17,"[33, 32, 32]"
21,"[33, 18]"
17,"[33, 18, 8]"
13,"[33, 18, 18]"
19,"[33, 18, 27]"
18,"[33, 18, 17]"
17,"[33, 18, 0]"
21,"[33, 18, 29]"
18,"[33, 18, 6]"
15,"[33, 18, 10]"
20,"[33, 18, 70]"
15,"[33, 18, 69]"
15,"[33, 18, 56]"
17,"[33, 18, 25]"
17,"[33, 18, 48]"
16,"[33, 18, 28]"
13,"[33, 18, 35]"
12,"[33, 18, 58]"
12,"[33, 18, 49]"
12,"[33, 18, 55]"
13,"[33, 18, 4]"
12,"[33, 18, 34]"
14,"[33, 18, 33]"
14,"[33, 18, 37]"
13,"[33, 18, 54]"
14,"[33, 18, 32]"
12,"[33, 18, 20]"
20,"[33, 8]"
15,"[33, 8, 8]"
16,"[33, 8, 18]"
19,"[33, 8, 27]"
18,"[33, 8, 17]"
17,"[33, 8, 0]"
20,"[33, 8, 29]"
17,"[33, 8, 6]"
16,"[33, 8, 10]"
19,"[33, 8, 70]"
16,"[33, 8, 69]"
12,"[33, 8, 12]"
16,"[33, 8, 56]"
17,"[33, 8, 25]"
16,"[33, 8, 48]"
17,"[33, 8, 28]"
12,"[33, 8, 35]"
13,"[33, 8, 4]"
13,"[33, 8, 34]"
15,"[33, 8, 33]"
12,"[33, 8, 37]"
14,"[33, 8, 54]"
16,"[33, 8, 32]"
25,"[33, 27]"
23,"[33, 27, 17]"
19,"[33, 27, 0]"
25,"[33, 27, 29]"
20,"[33, 27, 6]"
12,"[33, 27, 8]"
16,"[33, 27, 10]"
24,"[33, 27, 70]"
20,"[33, 27, 69]"
13,"[33, 27, 12]"
15,"[33, 27, 56]"
17,"[33, 27, 25]"
17,"[33, 27, 48]"
18,"[33, 27, 28]"
15,"[33, 27, 35]"
12,"[33, 27, 58]"
12,"[33, 27, 49]"
13,"[33, 27, 55]"
16,"[33, 27, 4]"
18,"[33, 27, 27]"
15,"[33, 27, 34]"
17,"[33, 27, 33]"
14,"[33, 27, 37]"
14,"[33, 27, 54]"
12,"[33, 27, 42]"
12,"[33, 27, 18]"
13,"[33, 27, 32]"
12,"[33, 27, 20]"
27,"[33, 17]"
20,"[33, 17, 0]"
26,"[33, 17, 29]"
23,"[33, 17, 6]"
14,"[33, 17, 8]"
15,"[33, 17, 10]"
26,"[33, 17, 70]"
20,"[33, 17, 69]"
13,"[33, 17, 12]"
15,"[33, 17, 56]"
18,"[33, 17, 25]"
20,"[33, 17, 48]"
19,"[33, 17, 28]"
19,"[33, 17, 17]"
13,"[33, 17, 35]"
13,"[33, 17, 49]"
14,"[33, 17, 55]"
18,"[33, 17, 4]"
19,"[33, 17, 27]"
15,"[33, 17, 34]"
17,"[33, 17, 33]"
15,"[33, 17, 37]"
16,"[33, 17, 54]"
12,"[33, 17, 42]"
12,"[33, 17, 18]"
14,"[33, 17, 32]"
13,"[33, 17, 20]"
24,"[33, 0]"
13,"[33, 0, 3]"
21,"[33, 0, 29]"
22,"[33, 0, 6]"
14,"[33, 0, 8]"
15,"[33, 0, 10]"
24,"[33, 0, 70]"
17,"[33, 0, 69]"
12,"[33, 0, 12]"
16,"[33, 0, 56]"
18,"[33, 0, 25]"
21,"[33, 0, 48]"
17,"[33, 0, 28]"
18,"[33, 0, 17]"
14,"[33, 0, 49]"
16,"[33, 0, 55]"
16,"[33, 0, 4]"
17,"[33, 0, 27]"
13,"[33, 0, 34]"
16,"[33, 0, 33]"
14,"[33, 0, 37]"
19,"[33, 0, 0]"
16,"[33, 0, 54]"
12,"[33, 0, 18]"
12,"[33, 0, 32]"
13,"[33, 3]"
30,"[33, 29]"
22,"[33, 29, 6]"
13,"[33, 29, 8]"
14,"[33, 29, 10]"
27,"[33, 29, 70]"
19,"[33, 29, 69]"
13,"[33, 29, 12]"
14,"[33, 29, 56]"
12,"[33, 29, 62]"
18,"[33, 29, 25]"
19,"[33, 29, 48]"
18,"[33, 29, 28]"
20,"[33, 29, 17]"
13,"[33, 29, 35]"
14,"[33, 29, 49]"
15,"[33, 29, 55]"
18,"[33, 29, 4]"
14,"[33, 29, 34]"
17,"[33, 29, 33]"
14,"[33, 29, 37]"
21,"[33, 29, 29]"
19,"[33, 29, 0]"
15,"[33, 29, 54]"
12,"[33, 29, 42]"
12,"[33, 29, 18]"
16,"[33, 29, 27]"
12,"[33, 29, 20]"
27,"[33, 6]"
13,"[33, 6, 8]"
14,"[33, 6, 10]"
26,"[33, 6, 70]"
17,"[33, 6, 69]"
12,"[33, 6, 12]"
13,"[33, 6, 56]"
16,"[33, 6, 25]"
20,"[33, 6, 48]"
14,"[33, 6, 28]"
20,"[33, 6, 17]"
15,"[33, 6, 49]"
17,"[33, 6, 55]"
16,"[33, 6, 6]"
17,"[33, 6, 4]"
16,"[33, 6, 27]"
23,"[33, 6, 29]"
15,"[33, 6, 33]"
19,"[33, 6, 0]"
17,"[33, 6, 54]"
12,"[33, 6, 32]"
22,"[33, 10]"
21,"[33, 10, 70]"
17,"[33, 10, 69]"
14,"[33, 10, 12]"
13,"[33, 10, 56]"
16,"[33, 10, 25]"
16,"[33, 10, 48]"
16,"[33, 10, 28]"
15,"[33, 10, 17]"
14,"[33, 10, 35]"
13,"[33, 10, 49]"
12,"[33, 10, 55]"
14,"[33, 10, 6]"
12,"[33, 10, 34]"
15,"[33, 10, 33]"
19,"[33, 10, 29]"
15,"[33, 10, 0]"
14,"[33, 10, 4]"
17,"[33, 10, 54]"
12,"[33, 10, 42]"
12,"[33, 10, 8]"
12,"[33, 10, 18]"
13,"[33, 10, 27]"
12,"[33, 10, 32]"
19,"[33, 12]"
17,"[33, 12, 70]"
13,"[33, 12, 69]"
14,"[33, 12, 42]"
12,"[33, 12, 53]"
12,"[33, 12, 32]"
14,"[33, 51]"
12,"[33, 51, 25]"
13,"[33, 51, 70]"
12,"[33, 51, 29]"
21,"[33, 56]"
15,"[33, 56, 25]"
17,"[33, 56, 48]"
13,"[33, 56, 28]"
12,"[33, 56, 17]"
20,"[33, 56, 70]"
12,"[33, 56, 55]"
13,"[33, 56, 6]"
15,"[33, 56, 69]"
12,"[33, 56, 27]"
16,"[33, 56, 29]"
12,"[33, 56, 10]"
12,"[33, 56, 56]"
12,"[33, 56, 34]"
14,"[33, 56, 33]"
14,"[33, 56, 0]"
15,"[33, 56, 54]"
19,"[33, 35]"
16,"[33, 35, 58]"
12,"[33, 35, 62]"
12,"[33, 35, 49]"
19,"[33, 35, 70]"
15,"[33, 35, 48]"
15,"[33, 35, 17]"
16,"[33, 35, 69]"
13,"[33, 35, 27]"
16,"[33, 35, 29]"
13,"[33, 35, 33]"
15,"[33, 35, 28]"
14,"[33, 35, 25]"
13,"[33, 35, 54]"
18,"[33, 58]"
12,"[33, 58, 49]"
18,"[33, 58, 70]"
15,"[33, 58, 48]"
14,"[33, 58, 17]"
12,"[33, 58, 6]"
15,"[33, 58, 69]"
12,"[33, 58, 33]"
13,"[33, 58, 28]"
13,"[33, 58, 25]"
15,"[33, 58, 29]"
13,"[33, 58, 54]"
12,"[33, 58, 27]"
20,"[33, 49]"
19,"[33, 49, 70]"
16,"[33, 49, 49]"
16,"[33, 49, 48]"
14,"[33, 49, 55]"
15,"[33, 49, 17]"
15,"[33, 49, 6]"
16,"[33, 49, 69]"
12,"[33, 49, 25]"
14,"[33, 49, 33]"
14,"[33, 49, 27]"
17,"[33, 49, 29]"
15,"[33, 49, 0]"
15,"[33, 49, 54]"
18,"[33, 55]"
12,"[33, 55, 17]"
12,"[33, 55, 6]"
13,"[33, 55, 70]"
12,"[33, 55, 0]"
14,"[33, 55, 29]"
20,"[33, 4]"
13,"[33, 4, 17]"
12,"[33, 4, 27]"
19,"[33, 4, 29]"
14,"[33, 4, 4]"
14,"[33, 4, 10]"
19,"[33, 4, 70]"
12,"[33, 4, 25]"
15,"[33, 4, 48]"
12,"[33, 4, 69]"
14,"[33, 4, 0]"
15,"[33, 4, 6]"
12,"[33, 4, 55]"
12,"[33, 4, 54]"
21,"[33, 34]"
19,"[33, 34, 33]"
18,"[33, 34, 28]"
18,"[33, 34, 25]"
17,"[33, 34, 48]"
19,"[33, 34, 70]"
13,"[33, 34, 26]"
13,"[33, 34, 50]"
14,"[33, 34, 37]"
17,"[33, 34, 29]"
15,"[33, 34, 69]"
16,"[33, 34, 17]"
13,"[33, 34, 0]"
12,"[33, 34, 4]"
14,"[33, 34, 6]"
17,"[33, 34, 54]"
15,"[33, 34, 32]"
12,"[33, 34, 8]"
13,"[33, 34, 27]"
14,"[33, 34, 20]"
15,"[33, 13]"
14,"[33, 13, 53]"
15,"[33, 13, 70]"
12,"[33, 13, 69]"
20,"[33, 53]"
19,"[33, 53, 70]"
16,"[33, 53, 69]"
15,"[33, 53, 54]"
13,"[33, 53, 29]"
13,"[33, 53, 28]"
13,"[33, 53, 25]"
13,"[33, 53, 33]"
13,"[33, 53, 48]"
12,"[33, 53, 34]"
12,"[33, 14]"
12,"[33, 14, 29]"
12,"[33, 14, 70]"
37,[28]
25,"[28, 33]"
19,"[28, 33, 28]"
21,"[28, 33, 54]"
24,"[28, 33, 70]"
17,"[28, 33, 69]"
12,"[28, 33, 42]"
19,"[28, 33, 25]"
19,"[28, 33, 48]"
14,"[28, 33, 20]"
12,"[28, 33, 37]"
12,"[28, 33, 50]"
17,"[28, 33, 32]"
14,"[28, 33, 18]"
14,"[28, 33, 8]"
15,"[28, 33, 27]"
17,"[28, 33, 17]"
17,"[28, 33, 0]"
21,"[28, 33, 29]"
15,"[28, 33, 6]"
14,"[28, 33, 10]"
13,"[28, 33, 12]"
13,"[28, 33, 56]"
12,"[28, 33, 35]"
12,"[28, 33, 49]"
13,"[28, 33, 4]"
13,"[28, 33, 34]"
12,"[28, 33, 33]"
13,"[28, 33, 53]"
18,"[28, 62]"
12,"[28, 62, 28]"
16,"[28, 62, 54]"
12,"[28, 62, 62]"
17,"[28, 62, 70]"
12,"[28, 62, 69]"
12,"[28, 62, 25]"
14,"[28, 62, 48]"
12,"[28, 62, 37]"
12,"[28, 62, 32]"
12,"[28, 62, 17]"
13,"[28, 62, 0]"
16,"[28, 62, 29]"
13,"[28, 62, 6]"
12,"[28, 62, 49]"
27,"[28, 28]"
26,"[28, 28, 54]"
14,"[28, 28, 62]"
19,"[28, 28, 28]"
26,"[28, 28, 70]"
21,"[28, 28, 69]"
15,"[28, 28, 42]"
23,"[28, 28, 25]"
23,"[28, 28, 48]"
15,"[28, 28, 20]"
17,"[28, 28, 37]"
15,"[28, 28, 26]"
14,"[28, 28, 50]"
14,"[28, 28, 60]"
17,"[28, 28, 32]"
15,"[28, 28, 18]"
16,"[28, 28, 8]"
19,"[28, 28, 27]"
21,"[28, 28, 17]"
19,"[28, 28, 0]"
24,"[28, 28, 29]"
19,"[28, 28, 6]"
16,"[28, 28, 10]"
15,"[28, 28, 12]"
12,"[28, 28, 56]"
14,"[28, 28, 35]"
13,"[28, 28, 58]"
16,"[28, 28, 49]"
14,"[28, 28, 55]"
15,"[28, 28, 4]"
12,"[28, 28, 13]"
14,"[28, 28, 53]"
15,"[28, 28, 33]"
14,"[28, 28, 34]"
33,"[28, 54]"
15,"[28, 54, 62]"
21,"[28, 54, 28]"
26,"[28, 54, 54]"
32,"[28, 54, 70]"
23,"[28, 54, 69]"
17,"[28, 54, 42]"
22,"[28, 54, 25]"
25,"[28, 54, 48]"
20,"[28, 54, 20]"
20,"[28, 54, 37]"
17,"[28, 54, 26]"
16,"[28, 54, 50]"
18,"[28, 54, 60]"
21,"[28, 54, 32]"
18,"[28, 54, 18]"
19,"[28, 54, 8]"
21,"[28, 54, 27]"
27,"[28, 54, 17]"
22,"[28, 54, 0]"
12,"[28, 54, 3]"
27,"[28, 54, 29]"
25,"[28, 54, 6]"
17,"[28, 54, 10]"
18,"[28, 54, 12]"
17,"[28, 54, 56]"
12,"[28, 54, 35]"
12,"[28, 54, 58]"
20,"[28, 54, 49]"
19,"[28, 54, 55]"
12,"[28, 54, 13]"
14,"[28, 54, 53]"
20,"[28, 54, 33]"
18,"[28, 54, 4]"
17,"[28, 54, 34]"
36,"[28, 70]"
26,"[28, 70, 69]"
21,"[28, 70, 42]"
18,"[28, 70, 62]"
30,"[28, 70, 54]"
28,"[28, 70, 25]"
26,"[28, 70, 28]"
29,"[28, 70, 48]"
23,"[28, 70, 20]"
26,"[28, 70, 37]"
32,"[28, 70, 70]"
20,"[28, 70, 26]"
20,"[28, 70, 50]"
21,"[28, 70, 60]"
13,"[28, 70, 64]"
22,"[28, 70, 32]"
19,"[28, 70, 18]"
20,"[28, 70, 8]"
23,"[28, 70, 27]"
29,"[28, 70, 17]"
23,"[28, 70, 0]"
12,"[28, 70, 3]"
29,"[28, 70, 29]"
26,"[28, 70, 6]"
19,"[28, 70, 10]"
19,"[28, 70, 12]"
14,"[28, 70, 51]"
18,"[28, 70, 56]"
16,"[28, 70, 35]"
17,"[28, 70, 58]"
21,"[28, 70, 49]"
20,"[28, 70, 55]"
23,"[28, 70, 33]"
19,"[28, 70, 4]"
20,"[28, 70, 34]"
14,"[28, 70, 13]"
18,"[28, 70, 53]"
27,"[28, 69]"
22,"[28, 69, 42]"
15,"[28, 69, 62]"
22,"[28, 69, 54]"
20,"[28, 69, 25]"
21,"[28, 69, 28]"
21,"[28, 69, 48]"
16,"[28, 69, 20]"
20,"[28, 69, 37]"
26,"[28, 69, 70]"
14,"[28, 69, 26]"
13,"[28, 69, 50]"
16,"[28, 69, 60]"
20,"[28, 69, 32]"
18,"[28, 69, 18]"
18,"[28, 69, 8]"
22,"[28, 69, 27]"
22,"[28, 69, 17]"
19,"[28, 69, 0]"
23,"[28, 69, 29]"
18,"[28, 69, 6]"
17,"[28, 69, 10]"
24,"[28, 69, 69]"
19,"[28, 69, 12]"
15,"[28, 69, 51]"
17,"[28, 69, 56]"
12,"[28, 69, 35]"
12,"[28, 69, 58]"
18,"[28, 69, 49]"
13,"[28, 69, 55]"
14,"[28, 69, 4]"
17,"[28, 69, 34]"
20,"[28, 69, 33]"
16,"[28, 69, 13]"
20,"[28, 69, 53]"
12,"[28, 69, 16]"
12,"[28, 69, 14]"
22,"[28, 42]"
14,"[28, 42, 54]"
13,"[28, 42, 25]"
13,"[28, 42, 28]"
12,"[28, 42, 48]"
12,"[28, 42, 37]"
19,"[28, 42, 70]"
14,"[28, 42, 32]"
12,"[28, 42, 27]"
13,"[28, 42, 17]"
15,"[28, 42, 29]"
16,"[28, 42, 69]"
12,"[28, 42, 53]"
13,"[28, 42, 33]"
12,"[28, 42, 34]"
32,"[28, 25]"
25,"[28, 25, 28]"
28,"[28, 25, 48]"
18,"[28, 25, 62]"
22,"[28, 25, 20]"
25,"[28, 25, 37]"
32,"[28, 25, 70]"
17,"[28, 25, 26]"
17,"[28, 25, 50]"
18,"[28, 25, 60]"
12,"[28, 25, 36]"
13,"[28, 25, 64]"
21,"[28, 25, 32]"
18,"[28, 25, 18]"
18,"[28, 25, 8]"
23,"[28, 25, 27]"
25,"[28, 25, 17]"
22,"[28, 25, 0]"
12,"[28, 25, 3]"
28,"[28, 25, 29]"
25,"[28, 25, 6]"
18,"[28, 25, 10]"
25,"[28, 25, 69]"
17,"[28, 25, 12]"
12,"[28, 25, 51]"
19,"[28, 25, 56]"
25,"[28, 25, 25]"
15,"[28, 25, 35]"
16,"[28, 25, 58]"
20,"[28, 25, 49]"
17,"[28, 25, 55]"
22,"[28, 25, 33]"
18,"[28, 25, 4]"
18,"[28, 25, 34]"
27,"[28, 25, 54]"
14,"[28, 25, 13]"
18,"[28, 25, 53]"
17,"[28, 25, 42]"
31,"[28, 48]"
14,"[28, 48, 62]"
26,"[28, 48, 48]"
18,"[28, 48, 20]"
21,"[28, 48, 37]"
30,"[28, 48, 70]"
17,"[28, 48, 26]"
16,"[28, 48, 50]"
18,"[28, 48, 60]"
20,"[28, 48, 32]"
16,"[28, 48, 18]"
17,"[28, 48, 8]"
22,"[28, 48, 27]"
24,"[28, 48, 17]"
23,"[28, 48, 0]"
26,"[28, 48, 29]"
24,"[28, 48, 6]"
18,"[28, 48, 10]"
24,"[28, 48, 69]"
17,"[28, 48, 12]"
18,"[28, 48, 56]"
24,"[28, 48, 25]"
23,"[28, 48, 28]"
12,"[28, 48, 35]"
12,"[28, 48, 58]"
17,"[28, 48, 49]"
17,"[28, 48, 55]"
17,"[28, 48, 33]"
18,"[28, 48, 4]"
15,"[28, 48, 34]"
26,"[28, 48, 54]"
12,"[28, 48, 13]"
15,"[28, 48, 53]"
18,"[28, 48, 42]"
24,"[28, 20]"
17,"[28, 20, 37]"
14,"[28, 20, 20]"
24,"[28, 20, 70]"
15,"[28, 20, 62]"
14,"[28, 20, 26]"
15,"[28, 20, 50]"
14,"[28, 20, 60]"
18,"[28, 20, 32]"
15,"[28, 20, 18]"
15,"[28, 20, 8]"
18,"[28, 20, 27]"
21,"[28, 20, 17]"
17,"[28, 20, 0]"
21,"[28, 20, 29]"
17,"[28, 20, 6]"
14,"[28, 20, 10]"
19,"[28, 20, 69]"
15,"[28, 20, 12]"
14,"[28, 20, 56]"
17,"[28, 20, 25]"
19,"[28, 20, 48]"
18,"[28, 20, 28]"
13,"[28, 20, 35]"
14,"[28, 20, 49]"
13,"[28, 20, 4]"
17,"[28, 20, 54]"
13,"[28, 20, 42]"
16,"[28, 20, 33]"
17,"[28, 20, 34]"
26,"[28, 37]"
14,"[28, 37, 20]"
26,"[28, 37, 70]"
14,"[28, 37, 62]"
16,"[28, 37, 26]"
12,"[28, 37, 50]"
20,"[28, 37, 60]"
17,"[28, 37, 32]"
15,"[28, 37, 18]"
15,"[28, 37, 8]"
20,"[28, 37, 27]"
22,"[28, 37, 17]"
20,"[28, 37, 0]"
23,"[28, 37, 29]"
21,"[28, 37, 6]"
14,"[28, 37, 10]"
19,"[28, 37, 69]"
13,"[28, 37, 12]"
12,"[28, 37, 56]"
21,"[28, 37, 25]"
22,"[28, 37, 48]"
19,"[28, 37, 28]"
12,"[28, 37, 35]"
16,"[28, 37, 49]"
15,"[28, 37, 55]"
17,"[28, 37, 4]"
20,"[28, 37, 54]"
12,"[28, 37, 42]"
17,"[28, 37, 33]"
16,"[28, 37, 34]"
12,"[28, 37, 37]"
21,"[28, 26]"
17,"[28, 26, 50]"
15,"[28, 26, 32]"
13,"[28, 26, 18]"
13,"[28, 26, 8]"
16,"[28, 26, 27]"
18,"[28, 26, 17]"
17,"[28, 26, 0]"
18,"[28, 26, 29]"
18,"[28, 26, 6]"
14,"[28, 26, 10]"
21,"[28, 26, 70]"
15,"[28, 26, 69]"
15,"[28, 26, 25]"
18,"[28, 26, 48]"
14,"[28, 26, 28]"
12,"[28, 26, 55]"
13,"[28, 26, 37]"
14,"[28, 26, 4]"
15,"[28, 26, 54]"
13,"[28, 26, 33]"
12,"[28, 26, 34]"
22,"[28, 50]"
12,"[28, 50, 60]"
14,"[28, 50, 32]"
13,"[28, 50, 18]"
13,"[28, 50, 8]"
15,"[28, 50, 27]"
17,"[28, 50, 17]"
16,"[28, 50, 0]"
19,"[28, 50, 29]"
17,"[28, 50, 6]"
13,"[28, 50, 10]"
21,"[28, 50, 70]"
17,"[28, 50, 69]"
13,"[28, 50, 62]"
13,"[28, 50, 25]"
18,"[28, 50, 48]"
13,"[28, 50, 28]"
14,"[28, 50, 49]"
13,"[28, 50, 55]"
15,"[28, 50, 37]"
14,"[28, 50, 4]"
16,"[28, 50, 54]"
13,"[28, 50, 33]"
12,"[28, 50, 34]"
21,"[28, 60]"
15,"[28, 60, 32]"
13,"[28, 60, 18]"
14,"[28, 60, 8]"
16,"[28, 60, 27]"
19,"[28, 60, 17]"
16,"[28, 60, 0]"
18,"[28, 60, 29]"
19,"[28, 60, 6]"
12,"[28, 60, 10]"
21,"[28, 60, 70]"
15,"[28, 60, 69]"
16,"[28, 60, 25]"
19,"[28, 60, 48]"
15,"[28, 60, 28]"
12,"[28, 60, 49]"
13,"[28, 60, 55]"
14,"[28, 60, 4]"
15,"[28, 60, 54]"
14,"[28, 60, 26]"
12,"[28, 60, 50]"
12,"[28, 60, 33]"
12,"[28, 60, 34]"
12,"[28, 36]"
12,"[28, 36, 27]"
12,"[28, 36, 17]"
12,"[28, 36, 29]"
12,"[28, 36, 70]"
14,"[28, 64]"
13,"[28, 64, 64]"
12,"[28, 64, 0]"
12,"[28, 64, 29]"
12,"[28, 64, 6]"
14,"[28, 64, 70]"
23,"[28, 32]"
19,"[28, 32, 18]"
20,"[28, 32, 8]"
21,"[28, 32, 27]"
20,"[28, 32, 17]"
18,"[28, 32, 0]"
22,"[28, 32, 29]"
17,"[28, 32, 6]"
17,"[28, 32, 10]"
23,"[28, 32, 70]"
19,"[28, 32, 69]"
14,"[28, 32, 12]"
17,"[28, 32, 56]"
18,"[28, 32, 25]"
17,"[28, 32, 48]"
18,"[28, 32, 28]"
13,"[28, 32, 35]"
13,"[28, 32, 4]"
14,"[28, 32, 34]"
15,"[28, 32, 33]"
14,"[28, 32, 37]"
16,"[28, 32, 54]"
14,"[28, 32, 42]"
17,"[28, 32, 32]"
12,"[28, 32, 20]"
21,"[28, 18]"
17,"[28, 18, 8]"
13,"[28, 18, 18]"
19,"[28, 18, 27]"
18,"[28, 18, 17]"
17,"[28, 18, 0]"
21,"[28, 18, 29]"
18,"[28, 18, 6]"
