support,pattern
33,"[14, 26]"
25,"[14, 26, 50]"
16,"[14, 26, 32]"
16,"[14, 26, 18]"
16,"[14, 26, 8]"
21,"[14, 26, 27]"
29,"[14, 26, 17]"
25,"[14, 26, 29]"
25,"[14, 26, 69]"
29,"[14, 26, 70]"
27,"[14, 26, 48]"
24,"[14, 26, 0]"
23,"[14, 26, 55]"
23,"[14, 26, 54]"
20,"[14, 26, 49]"
19,"[14, 26, 4]"
23,"[14, 26, 6]"
18,"[14, 26, 33]"
22,"[14, 26, 28]"
22,"[14, 26, 25]"
21,"[14, 26, 20]"
16,"[14, 26, 42]"
28,"[14, 50]"
18,"[14, 50, 27]"
25,"[14, 50, 17]"
22,"[14, 50, 29]"
21,"[14, 50, 69]"
25,"[14, 50, 70]"
20,"[14, 50, 48]"
21,"[14, 50, 0]"
19,"[14, 50, 55]"
21,"[14, 50, 54]"
18,"[14, 50, 49]"
16,"[14, 50, 4]"
19,"[14, 50, 6]"
17,"[14, 50, 28]"
18,"[14, 50, 25]"
17,"[14, 50, 20]"
36,"[14, 8]"
35,"[14, 8, 27]"
36,"[14, 8, 17]"
34,"[14, 8, 29]"
35,"[14, 8, 69]"
36,"[14, 8, 70]"
35,"[14, 8, 48]"
34,"[14, 8, 0]"
27,"[14, 8, 55]"
33,"[14, 8, 54]"
29,"[14, 8, 49]"
28,"[14, 8, 10]"
21,"[14, 8, 32]"
17,"[14, 8, 18]"
30,"[14, 8, 56]"
16,"[14, 8, 11]"
17,"[14, 8, 57]"
19,"[14, 8, 50]"
28,"[14, 8, 35]"
29,"[14, 8, 58]"
18,"[14, 8, 1]"
17,"[14, 8, 60]"
29,"[14, 8, 4]"
27,"[14, 8, 3]"
35,"[14, 8, 6]"
23,"[14, 8, 7]"
30,"[14, 8, 34]"
33,"[14, 8, 33]"
34,"[14, 8, 28]"
34,"[14, 8, 25]"
30,"[14, 8, 20]"
19,"[14, 8, 13]"
19,"[14, 8, 53]"
19,"[14, 8, 8]"
23,"[14, 8, 26]"
24,"[14, 8, 37]"
26,"[14, 8, 42]"
20,"[14, 8, 12]"
20,"[14, 8, 51]"
20,"[14, 8, 9]"
40,"[14, 27]"
39,"[14, 27, 17]"
37,"[14, 27, 29]"
37,"[14, 27, 69]"
39,"[14, 27, 70]"
35,"[14, 27, 48]"
38,"[14, 27, 0]"
28,"[14, 27, 55]"
34,"[14, 27, 54]"
29,"[14, 27, 49]"
29,"[14, 27, 10]"
21,"[14, 27, 32]"
18,"[14, 27, 18]"
29,"[14, 27, 27]"
30,"[14, 27, 56]"
16,"[14, 27, 11]"
16,"[14, 27, 57]"
21,"[14, 27, 50]"
31,"[14, 27, 35]"
32,"[14, 27, 58]"
16,"[14, 27, 59]"
20,"[14, 27, 1]"
19,"[14, 27, 60]"
28,"[14, 27, 4]"
29,"[14, 27, 3]"
36,"[14, 27, 6]"
22,"[14, 27, 7]"
30,"[14, 27, 34]"
33,"[14, 27, 33]"
31,"[14, 27, 28]"
35,"[14, 27, 25]"
30,"[14, 27, 20]"
20,"[14, 27, 13]"
19,"[14, 27, 53]"
21,"[14, 27, 8]"
25,"[14, 27, 26]"
26,"[14, 27, 37]"
26,"[14, 27, 42]"
21,"[14, 27, 12]"
21,"[14, 27, 51]"
16,"[14, 27, 14]"
16,"[14, 27, 63]"
42,"[14, 17]"
39,"[14, 17, 29]"
38,"[14, 17, 69]"
41,"[14, 17, 70]"
37,"[14, 17, 48]"
39,"[14, 17, 0]"
29,"[14, 17, 55]"
34,"[14, 17, 54]"
28,"[14, 17, 49]"
29,"[14, 17, 10]"
20,"[14, 17, 32]"
16,"[14, 17, 18]"
29,"[14, 17, 27]"
30,"[14, 17, 56]"
16,"[14, 17, 57]"
22,"[14, 17, 50]"
30,"[14, 17, 35]"
30,"[14, 17, 58]"
40,"[14, 17, 17]"
18,"[14, 17, 1]"
21,"[14, 17, 60]"
28,"[14, 17, 4]"
28,"[14, 17, 3]"
36,"[14, 17, 6]"
23,"[14, 17, 7]"
30,"[14, 17, 34]"
34,"[14, 17, 33]"
32,"[14, 17, 28]"
34,"[14, 17, 25]"
30,"[14, 17, 20]"
21,"[14, 17, 13]"
20,"[14, 17, 53]"
17,"[14, 17, 8]"
27,"[14, 17, 26]"
28,"[14, 17, 37]"
27,"[14, 17, 42]"
22,"[14, 17, 12]"
20,"[14, 17, 51]"
16,"[14, 17, 14]"
17,"[14, 17, 63]"
40,"[14, 29]"
36,"[14, 29, 69]"
40,"[14, 29, 70]"
37,"[14, 29, 48]"
37,"[14, 29, 0]"
28,"[14, 29, 55]"
33,"[14, 29, 54]"
29,"[14, 29, 49]"
28,"[14, 29, 10]"
20,"[14, 29, 32]"
16,"[14, 29, 18]"
28,"[14, 29, 27]"
30,"[14, 29, 56]"
16,"[14, 29, 11]"
16,"[14, 29, 57]"
22,"[14, 29, 50]"
30,"[14, 29, 35]"
31,"[14, 29, 58]"
16,"[14, 29, 59]"
37,"[14, 29, 17]"
35,"[14, 29, 29]"
21,"[14, 29, 60]"
27,"[14, 29, 4]"
17,"[14, 29, 3]"
35,"[14, 29, 6]"
23,"[14, 29, 7]"
29,"[14, 29, 34]"
34,"[14, 29, 33]"
31,"[14, 29, 28]"
34,"[14, 29, 25]"
30,"[14, 29, 20]"
19,"[14, 29, 13]"
18,"[14, 29, 53]"
17,"[14, 29, 8]"
27,"[14, 29, 26]"
28,"[14, 29, 37]"
27,"[14, 29, 42]"
22,"[14, 29, 12]"
20,"[14, 29, 51]"
17,"[14, 29, 63]"
42,"[14, 0]"
29,"[14, 0, 55]"
35,"[14, 0, 54]"
29,"[14, 0, 49]"
40,"[14, 0, 70]"
28,"[14, 0, 10]"
21,"[14, 0, 32]"
17,"[14, 0, 18]"
29,"[14, 0, 27]"
30,"[14, 0, 56]"
16,"[14, 0, 57]"
21,"[14, 0, 50]"
31,"[14, 0, 35]"
32,"[14, 0, 58]"
36,"[14, 0, 0]"
38,"[14, 0, 17]"
39,"[14, 0, 29]"
20,"[14, 0, 1]"
20,"[14, 0, 60]"
27,"[14, 0, 4]"
31,"[14, 0, 3]"
34,"[14, 0, 6]"
23,"[14, 0, 7]"
31,"[14, 0, 34]"
34,"[14, 0, 33]"
33,"[14, 0, 28]"
35,"[14, 0, 25]"
37,"[14, 0, 48]"
29,"[14, 0, 20]"
39,"[14, 0, 69]"
21,"[14, 0, 13]"
20,"[14, 0, 53]"
18,"[14, 0, 8]"
26,"[14, 0, 26]"
28,"[14, 0, 37]"
29,"[14, 0, 42]"
24,"[14, 0, 12]"
22,"[14, 0, 51]"
17,"[14, 0, 14]"
16,"[14, 0, 63]"
35,"[14, 10]"
21,"[14, 10, 32]"
18,"[14, 10, 18]"
26,"[14, 10, 27]"
32,"[14, 10, 56]"
19,"[14, 10, 11]"
17,"[14, 10, 57]"
35,"[14, 10, 70]"
20,"[14, 10, 50]"
27,"[14, 10, 35]"
28,"[14, 10, 58]"
32,"[14, 10, 0]"
32,"[14, 10, 17]"
31,"[14, 10, 29]"
18,"[14, 10, 60]"
21,"[14, 10, 4]"
27,"[14, 10, 6]"
29,"[14, 10, 34]"
32,"[14, 10, 33]"
30,"[14, 10, 28]"
31,"[14, 10, 25]"
31,"[14, 10, 48]"
32,"[14, 10, 54]"
29,"[14, 10, 20]"
33,"[14, 10, 69]"
18,"[14, 10, 13]"
17,"[14, 10, 53]"
17,"[14, 10, 8]"
23,"[14, 10, 26]"
24,"[14, 10, 37]"
25,"[14, 10, 55]"
25,"[14, 10, 49]"
26,"[14, 10, 42]"
18,"[14, 10, 10]"
21,"[14, 10, 12]"
18,"[14, 10, 51]"
16,"[14, 10, 43]"
18,"[14, 10, 63]"
34,"[14, 56]"
19,"[14, 56, 56]"
18,"[14, 56, 57]"
34,"[14, 56, 70]"
21,"[14, 56, 50]"
26,"[14, 56, 35]"
26,"[14, 56, 58]"
29,"[14, 56, 0]"
23,"[14, 56, 27]"
30,"[14, 56, 17]"
29,"[14, 56, 29]"
16,"[14, 56, 60]"
19,"[14, 56, 4]"
26,"[14, 56, 6]"
27,"[14, 56, 34]"
29,"[14, 56, 33]"
28,"[14, 56, 28]"
30,"[14, 56, 25]"
29,"[14, 56, 48]"
31,"[14, 56, 54]"
28,"[14, 56, 20]"
31,"[14, 56, 69]"
16,"[14, 56, 13]"
22,"[14, 56, 26]"
22,"[14, 56, 37]"
24,"[14, 56, 55]"
26,"[14, 56, 49]"
23,"[14, 56, 42]"
16,"[14, 56, 10]"
18,"[14, 56, 12]"
17,"[14, 56, 51]"
16,"[14, 56, 63]"
19,"[14, 11]"
19,"[14, 11, 70]"
18,"[14, 11, 35]"
18,"[14, 11, 58]"
17,"[14, 11, 0]"
17,"[14, 11, 17]"
18,"[14, 11, 29]"
16,"[14, 11, 33]"
16,"[14, 11, 28]"
17,"[14, 11, 25]"
18,"[14, 11, 48]"
18,"[14, 11, 54]"
17,"[14, 11, 20]"
18,"[14, 11, 69]"
19,"[14, 11, 56]"
16,"[14, 11, 49]"
18,"[14, 57]"
18,"[14, 57, 70]"
17,"[14, 57, 17]"
17,"[14, 57, 29]"
16,"[14, 57, 28]"
18,"[14, 57, 25]"
18,"[14, 57, 48]"
16,"[14, 57, 54]"
17,"[14, 57, 69]"
35,"[14, 35]"
32,"[14, 35, 58]"
35,"[14, 35, 70]"
19,"[14, 35, 35]"
18,"[14, 35, 59]"
30,"[14, 35, 0]"
22,"[14, 35, 27]"
32,"[14, 35, 17]"
32,"[14, 35, 29]"
18,"[14, 35, 50]"
19,"[14, 35, 60]"
16,"[14, 35, 4]"
25,"[14, 35, 6]"
28,"[14, 35, 34]"
30,"[14, 35, 33]"
29,"[14, 35, 28]"
31,"[14, 35, 25]"
32,"[14, 35, 48]"
32,"[14, 35, 54]"
27,"[14, 35, 20]"
32,"[14, 35, 69]"
16,"[14, 35, 53]"
17,"[14, 35, 32]"
16,"[14, 35, 8]"
23,"[14, 35, 26]"
19,"[14, 35, 56]"
25,"[14, 35, 37]"
24,"[14, 35, 55]"
25,"[14, 35, 49]"
22,"[14, 35, 42]"
19,"[14, 35, 12]"
19,"[14, 35, 51]"
37,"[14, 58]"
37,"[14, 58, 70]"
20,"[14, 58, 35]"
21,"[14, 58, 58]"
19,"[14, 58, 59]"
32,"[14, 58, 0]"
25,"[14, 58, 27]"
34,"[14, 58, 17]"
34,"[14, 58, 29]"
21,"[14, 58, 50]"
19,"[14, 58, 60]"
16,"[14, 58, 4]"
26,"[14, 58, 6]"
29,"[14, 58, 34]"
32,"[14, 58, 33]"
31,"[14, 58, 28]"
32,"[14, 58, 25]"
33,"[14, 58, 48]"
33,"[14, 58, 54]"
29,"[14, 58, 20]"
33,"[14, 58, 69]"
17,"[14, 58, 13]"
17,"[14, 58, 53]"
17,"[14, 58, 32]"
16,"[14, 58, 18]"
16,"[14, 58, 8]"
25,"[14, 58, 26]"
21,"[14, 58, 56]"
26,"[14, 58, 37]"
25,"[14, 58, 55]"
26,"[14, 58, 49]"
23,"[14, 58, 42]"
19,"[14, 58, 12]"
20,"[14, 58, 51]"
16,"[14, 58, 14]"
16,"[14, 58, 63]"
19,"[14, 59]"
17,"[14, 59, 0]"
17,"[14, 59, 17]"
18,"[14, 59, 29]"
19,"[14, 59, 70]"
16,"[14, 59, 33]"
16,"[14, 59, 28]"
17,"[14, 59, 25]"
17,"[14, 59, 48]"
18,"[14, 59, 54]"
17,"[14, 59, 20]"
16,"[14, 59, 69]"
21,"[14, 1]"
18,"[14, 1, 70]"
16,"[14, 1, 6]"
17,"[14, 1, 17]"
19,"[14, 1, 29]"
16,"[14, 1, 25]"
16,"[14, 1, 48]"
17,"[14, 1, 54]"
17,"[14, 1, 69]"
16,"[14, 1, 58]"
26,"[14, 60]"
17,"[14, 60, 6]"
24,"[14, 60, 70]"
17,"[14, 60, 27]"
23,"[14, 60, 17]"
20,"[14, 60, 29]"
20,"[14, 60, 0]"
17,"[14, 60, 48]"
17,"[14, 60, 54]"
21,"[14, 60, 69]"
17,"[14, 60, 26]"
18,"[14, 60, 50]"
18,"[14, 60, 55]"
16,"[14, 60, 49]"
30,"[14, 4]"
21,"[14, 4, 6]"
29,"[14, 4, 70]"
21,"[14, 4, 34]"
23,"[14, 4, 33]"
23,"[14, 4, 28]"
16,"[14, 4, 27]"
22,"[14, 4, 17]"
24,"[14, 4, 29]"
24,"[14, 4, 0]"
24,"[14, 4, 25]"
25,"[14, 4, 48]"
22,"[14, 4, 54]"
21,"[14, 4, 20]"
27,"[14, 4, 69]"
19,"[14, 4, 35]"
18,"[14, 4, 4]"
20,"[14, 4, 58]"
16,"[14, 4, 56]"
20,"[14, 4, 55]"
20,"[14, 4, 49]"
16,"[14, 4, 10]"
17,"[14, 4, 42]"
31,"[14, 3]"
27,"[14, 3, 6]"
20,"[14, 3, 7]"
31,"[14, 3, 70]"
24,"[14, 3, 34]"
26,"[14, 3, 33]"
26,"[14, 3, 28]"
23,"[14, 3, 27]"
28,"[14, 3, 17]"
29,"[14, 3, 29]"
28,"[14, 3, 0]"
28,"[14, 3, 25]"
29,"[14, 3, 48]"
27,"[14, 3, 54]"
23,"[14, 3, 20]"
29,"[14, 3, 69]"
24,"[14, 3, 35]"
18,"[14, 3, 32]"
22,"[14, 3, 4]"
25,"[14, 3, 58]"
20,"[14, 3, 26]"
20,"[14, 3, 56]"
21,"[14, 3, 37]"
23,"[14, 3, 55]"
23,"[14, 3, 49]"
22,"[14, 3, 42]"
18,"[14, 3, 10]"
17,"[14, 3, 12]"
38,"[14, 6]"
24,"[14, 6, 7]"
38,"[14, 6, 70]"
29,"[14, 6, 34]"
32,"[14, 6, 33]"
31,"[14, 6, 28]"
26,"[14, 6, 27]"
35,"[14, 6, 17]"
33,"[14, 6, 29]"
32,"[14, 6, 0]"
32,"[14, 6, 25]"
33,"[14, 6, 48]"
32,"[14, 6, 54]"
28,"[14, 6, 20]"
35,"[14, 6, 69]"
17,"[14, 6, 13]"
17,"[14, 6, 53]"
29,"[14, 6, 35]"
18,"[14, 6, 32]"
16,"[14, 6, 8]"
28,"[14, 6, 6]"
27,"[14, 6, 4]"
30,"[14, 6, 58]"
23,"[14, 6, 26]"
18,"[14, 6, 50]"
29,"[14, 6, 56]"
25,"[14, 6, 37]"
28,"[14, 6, 55]"
26,"[14, 6, 49]"
23,"[14, 6, 10]"
24,"[14, 6, 42]"
18,"[14, 6, 60]"
20,"[14, 6, 12]"
18,"[14, 6, 51]"
24,"[14, 7]"
24,"[14, 7, 70]"
18,"[14, 7, 34]"
20,"[14, 7, 33]"
22,"[14, 7, 28]"
22,"[14, 7, 17]"
21,"[14, 7, 29]"
19,"[14, 7, 0]"
22,"[14, 7, 25]"
23,"[14, 7, 48]"
20,"[14, 7, 54]"
20,"[14, 7, 20]"
21,"[14, 7, 69]"
19,"[14, 7, 35]"
18,"[14, 7, 6]"
16,"[14, 7, 4]"
19,"[14, 7, 58]"
18,"[14, 7, 26]"
17,"[14, 7, 56]"
17,"[14, 7, 37]"
16,"[14, 7, 55]"
16,"[14, 7, 49]"
21,"[14, 31]"
17,"[14, 31, 4]"
19,"[14, 31, 58]"
17,"[14, 31, 34]"
17,"[14, 31, 33]"
18,"[14, 31, 28]"
16,"[14, 31, 56]"
20,"[14, 31, 70]"
16,"[14, 31, 49]"
18,"[14, 31, 48]"
20,"[14, 31, 0]"
18,"[14, 31, 6]"
21,"[14, 31, 29]"
20,"[14, 31, 17]"
19,"[14, 31, 54]"
18,"[14, 31, 27]"
16,"[14, 31, 8]"
18,"[14, 31, 69]"
18,"[14, 31, 35]"
17,"[14, 31, 25]"
16,"[14, 31, 20]"
34,"[14, 42]"
26,"[14, 42, 13]"
26,"[14, 42, 53]"
33,"[14, 42, 70]"
23,"[14, 42, 34]"
26,"[14, 42, 33]"
27,"[14, 42, 28]"
28,"[14, 42, 54]"
28,"[14, 42, 25]"
30,"[14, 42, 48]"
24,"[14, 42, 20]"
21,"[14, 42, 37]"
17,"[14, 42, 60]"
20,"[14, 42, 26]"
25,"[14, 42, 32]"
21,"[14, 42, 18]"
22,"[14, 42, 8]"
26,"[14, 42, 27]"
29,"[14, 42, 17]"
28,"[14, 42, 0]"
19,"[14, 42, 3]"
25,"[14, 42, 42]"
32,"[14, 42, 69]"
29,"[14, 42, 29]"
26,"[14, 42, 6]"
21,"[14, 42, 4]"
19,"[14, 42, 10]"
21,"[14, 42, 56]"
23,"[14, 42, 35]"
22,"[14, 42, 58]"
21,"[14, 42, 12]"
26,"[14, 42, 51]"
21,"[14, 42, 49]"
19,"[14, 42, 43]"
20,"[14, 42, 55]"
21,"[14, 42, 14]"
39,"[14, 51]"
37,"[14, 51, 70]"
33,"[14, 51, 25]"
34,"[14, 51, 48]"
34,"[14, 51, 54]"
28,"[14, 51, 49]"
28,"[14, 51, 42]"
26,"[14, 51, 55]"
33,"[14, 51, 69]"
33,"[14, 51, 29]"
31,"[14, 51, 27]"
34,"[14, 51, 17]"
30,"[14, 51, 13]"
18,"[14, 51, 68]"
26,"[14, 51, 53]"
30,"[14, 51, 33]"
29,"[14, 51, 58]"
33,"[14, 51, 0]"
28,"[14, 51, 6]"
16,"[14, 51, 7]"
30,"[14, 51, 32]"
26,"[14, 51, 56]"
24,"[14, 51, 3]"
29,"[14, 51, 20]"
26,"[14, 51, 37]"
19,"[14, 51, 60]"
24,"[14, 51, 26]"
21,"[14, 51, 50]"
26,"[14, 51, 18]"
27,"[14, 51, 8]"
17,"[14, 51, 31]"
24,"[14, 51, 4]"
17,"[14, 51, 1]"
17,"[14, 51, 16]"
30,"[14, 51, 28]"
27,"[14, 51, 35]"
29,"[14, 51, 34]"
22,"[14, 51, 51]"
23,"[14, 51, 14]"
21,"[14, 51, 12]"
24,"[14, 51, 10]"
17,"[14, 51, 65]"
17,"[14, 51, 9]"
19,"[14, 51, 63]"
20,"[14, 9]"
19,"[14, 9, 27]"
19,"[14, 9, 17]"
18,"[14, 9, 29]"
19,"[14, 9, 0]"
19,"[14, 9, 6]"
19,"[14, 9, 70]"
17,"[14, 9, 33]"
17,"[14, 9, 69]"
18,"[14, 9, 54]"
18,"[14, 9, 48]"
16,"[14, 9, 56]"
17,"[14, 9, 28]"
18,"[14, 9, 25]"
17,"[14, 9, 35]"
16,"[14, 9, 58]"
17,"[14, 9, 34]"
17,"[14, 9, 20]"
21,"[14, 43]"
16,"[14, 43, 42]"
18,"[14, 43, 70]"
17,"[14, 43, 48]"
19,"[14, 43, 69]"
16,"[14, 43, 28]"
17,"[14, 43, 29]"
17,"[14, 43, 17]"
16,"[14, 43, 27]"
16,"[14, 43, 0]"
16,"[14, 43, 14]"
16,"[14, 43, 51]"
27,"[14, 14]"
18,"[14, 14, 42]"
22,"[14, 14, 70]"
18,"[14, 14, 20]"
18,"[14, 14, 25]"
19,"[14, 14, 48]"
20,"[14, 14, 69]"
18,"[14, 14, 32]"
17,"[14, 14, 18]"
19,"[14, 14, 27]"
17,"[14, 14, 8]"
19,"[14, 14, 29]"
18,"[14, 14, 6]"
19,"[14, 14, 0]"
17,"[14, 14, 49]"
16,"[14, 14, 55]"
23,"[14, 14, 51]"
21,"[14, 14, 17]"
20,"[14, 14, 13]"
18,"[14, 14, 53]"
19,"[14, 14, 33]"
16,"[14, 14, 58]"
19,"[14, 14, 54]"
18,"[14, 14, 28]"
17,"[14, 14, 34]"
17,"[14, 36]"
16,"[14, 36, 17]"
17,"[14, 65]"
16,"[14, 65, 27]"
17,"[14, 65, 17]"
17,"[14, 65, 70]"
16,"[14, 65, 0]"
17,"[14, 65, 29]"
16,"[14, 65, 6]"
16,"[14, 65, 69]"
17,"[14, 65, 35]"
17,"[14, 65, 58]"
16,"[14, 65, 28]"
16,"[14, 65, 25]"
16,"[14, 65, 48]"
17,"[14, 65, 54]"
16,"[14, 65, 10]"
20,"[14, 63]"
17,"[14, 63, 69]"
20,"[14, 63, 70]"
16,"[14, 63, 28]"
19,"[14, 63, 54]"
18,"[14, 63, 17]"
16,"[14, 63, 29]"
16,"[14, 63, 25]"
18,"[14, 63, 48]"
17,"[14, 63, 20]"
28,[68]
18,"[68, 13]"
18,"[68, 13, 53]"
17,"[68, 13, 69]"
16,"[68, 13, 70]"
16,"[68, 13, 48]"
17,"[68, 16]"
17,"[68, 16, 70]"
16,"[68, 16, 48]"
16,"[68, 16, 17]"
16,"[68, 16, 4]"
26,"[68, 53]"
23,"[68, 53, 69]"
26,"[68, 53, 70]"
22,"[68, 53, 34]"
24,"[68, 53, 33]"
22,"[68, 53, 28]"
24,"[68, 53, 25]"
23,"[68, 53, 49]"
25,"[68, 53, 48]"
24,"[68, 53, 54]"
24,"[68, 53, 32]"
22,"[68, 53, 18]"
19,"[68, 53, 55]"
22,"[68, 53, 20]"
20,"[68, 53, 37]"
18,"[68, 53, 26]"
23,"[68, 53, 8]"
22,"[68, 53, 27]"
25,"[68, 53, 17]"
24,"[68, 53, 29]"
24,"[68, 53, 0]"
17,"[68, 53, 10]"
18,"[68, 53, 56]"
21,"[68, 53, 35]"
21,"[68, 53, 58]"
22,"[68, 53, 4]"
16,"[68, 53, 3]"
25,"[68, 53, 6]"
17,"[68, 53, 53]"
17,"[68, 53, 51]"
18,"[68, 53, 42]"
25,"[68, 69]"
16,"[68, 69, 12]"
25,"[68, 69, 70]"
21,"[68, 69, 34]"
20,"[68, 69, 33]"
20,"[68, 69, 28]"
22,"[68, 69, 25]"
22,"[68, 69, 49]"
25,"[68, 69, 48]"
23,"[68, 69, 54]"
22,"[68, 69, 32]"
21,"[68, 69, 18]"
20,"[68, 69, 55]"
20,"[68, 69, 20]"
20,"[68, 69, 37]"
18,"[68, 69, 26]"
21,"[68, 69, 8]"
20,"[68, 69, 27]"
24,"[68, 69, 17]"
23,"[68, 69, 29]"
23,"[68, 69, 69]"
24,"[68, 69, 0]"
18,"[68, 69, 10]"
19,"[68, 69, 56]"
21,"[68, 69, 35]"
20,"[68, 69, 58]"
22,"[68, 69, 4]"
18,"[68, 69, 3]"
24,"[68, 69, 6]"
17,"[68, 69, 13]"
22,"[68, 69, 53]"
16,"[68, 69, 31]"
18,"[68, 69, 51]"
18,"[68, 69, 42]"
16,"[68, 12]"
27,"[68, 70]"
24,"[68, 70, 34]"
25,"[68, 70, 33]"
24,"[68, 70, 28]"
25,"[68, 70, 25]"
24,"[68, 70, 49]"
26,"[68, 70, 48]"
26,"[68, 70, 70]"
25,"[68, 70, 54]"
23,"[68, 70, 32]"
22,"[68, 70, 18]"
20,"[68, 70, 55]"
23,"[68, 70, 20]"
21,"[68, 70, 37]"
19,"[68, 70, 26]"
16,"[68, 70, 50]"
22,"[68, 70, 8]"
22,"[68, 70, 27]"
25,"[68, 70, 17]"
24,"[68, 70, 29]"
24,"[68, 70, 69]"
25,"[68, 70, 0]"
17,"[68, 70, 10]"
18,"[68, 70, 56]"
21,"[68, 70, 35]"
21,"[68, 70, 58]"
22,"[68, 70, 4]"
19,"[68, 70, 3]"
25,"[68, 70, 6]"
16,"[68, 70, 53]"
18,"[68, 70, 42]"
16,"[68, 70, 51]"
24,"[68, 34]"
24,"[68, 34, 33]"
24,"[68, 34, 28]"
24,"[68, 34, 25]"
22,"[68, 34, 49]"
24,"[68, 34, 48]"
24,"[68, 34, 70]"
23,"[68, 34, 54]"
21,"[68, 34, 32]"
20,"[68, 34, 18]"
19,"[68, 34, 55]"
21,"[68, 34, 20]"
20,"[68, 34, 37]"
17,"[68, 34, 26]"
20,"[68, 34, 8]"
21,"[68, 34, 27]"
23,"[68, 34, 17]"
23,"[68, 34, 29]"
22,"[68, 34, 69]"
22,"[68, 34, 0]"
18,"[68, 34, 35]"
17,"[68, 34, 58]"
19,"[68, 34, 4]"
22,"[68, 34, 6]"
20,"[68, 34, 34]"
25,"[68, 33]"
24,"[68, 33, 28]"
25,"[68, 33, 25]"
23,"[68, 33, 49]"
25,"[68, 33, 48]"
25,"[68, 33, 70]"
24,"[68, 33, 54]"
17,"[68, 33, 32]"
19,"[68, 33, 55]"
21,"[68, 33, 20]"
21,"[68, 33, 37]"
18,"[68, 33, 26]"
16,"[68, 33, 8]"
19,"[68, 33, 27]"
24,"[68, 33, 17]"
24,"[68, 33, 29]"
22,"[68, 33, 69]"
23,"[68, 33, 0]"
16,"[68, 33, 35]"
16,"[68, 33, 58]"
18,"[68, 33, 4]"
20,"[68, 33, 6]"
18,"[68, 33, 34]"
18,"[68, 33, 33]"
24,"[68, 28]"
23,"[68, 28, 25]"
22,"[68, 28, 49]"
24,"[68, 28, 48]"
24,"[68, 28, 70]"
22,"[68, 28, 54]"
16,"[68, 28, 32]"
17,"[68, 28, 55]"
18,"[68, 28, 20]"
20,"[68, 28, 37]"
16,"[68, 28, 8]"
19,"[68, 28, 27]"
22,"[68, 28, 17]"
22,"[68, 28, 29]"
21,"[68, 28, 69]"
20,"[68, 28, 0]"
17,"[68, 28, 4]"
19,"[68, 28, 6]"
17,"[68, 28, 34]"
18,"[68, 28, 33]"
19,"[68, 28, 28]"
25,"[68, 25]"
23,"[68, 25, 49]"
25,"[68, 25, 48]"
18,"[68, 25, 25]"
24,"[68, 25, 70]"
22,"[68, 25, 54]"
19,"[68, 25, 55]"
16,"[68, 25, 20]"
18,"[68, 25, 37]"
19,"[68, 25, 27]"
24,"[68, 25, 17]"
22,"[68, 25, 29]"
21,"[68, 25, 69]"
22,"[68, 25, 0]"
17,"[68, 25, 4]"
21,"[68, 25, 6]"
16,"[68, 25, 33]"
16,"[68, 25, 28]"
24,"[68, 49]"
16,"[68, 49, 48]"
23,"[68, 49, 70]"
21,"[68, 49, 54]"
20,"[68, 49, 55]"
17,"[68, 49, 27]"
22,"[68, 49, 17]"
21,"[68, 49, 29]"
20,"[68, 49, 69]"
18,"[68, 49, 0]"
16,"[68, 49, 4]"
16,"[68, 49, 6]"
26,"[68, 48]"
22,"[68, 48, 49]"
21,"[68, 48, 48]"
17,"[68, 48, 25]"
26,"[68, 48, 70]"
24,"[68, 48, 54]"
18,"[68, 48, 55]"
16,"[68, 48, 20]"
17,"[68, 48, 37]"
18,"[68, 48, 27]"
24,"[68, 48, 17]"
23,"[68, 48, 29]"
22,"[68, 48, 69]"
23,"[68, 48, 0]"
17,"[68, 48, 4]"
19,"[68, 48, 6]"
16,"[68, 48, 33]"
25,"[68, 54]"
24,"[68, 54, 70]"
20,"[68, 54, 55]"
19,"[68, 54, 54]"
19,"[68, 54, 20]"
16,"[68, 54, 37]"
17,"[68, 54, 27]"
23,"[68, 54, 17]"
23,"[68, 54, 29]"
22,"[68, 54, 69]"
19,"[68, 54, 48]"
21,"[68, 54, 0]"
19,"[68, 54, 49]"
17,"[68, 54, 4]"
18,"[68, 54, 6]"
17,"[68, 54, 25]"
27,"[68, 32]"
24,"[68, 32, 18]"
26,"[68, 32, 70]"
20,"[68, 32, 55]"
24,"[68, 32, 54]"
20,"[68, 32, 20]"
20,"[68, 32, 37]"
17,"[68, 32, 26]"
26,"[68, 32, 8]"
24,"[68, 32, 27]"
26,"[68, 32, 17]"
26,"[68, 32, 29]"
24,"[68, 32, 69]"
26,"[68, 32, 48]"
25,"[68, 32, 0]"
23,"[68, 32, 49]"
20,"[68, 32, 10]"
21,"[68, 32, 56]"
23,"[68, 32, 35]"
22,"[68, 32, 58]"
17,"[68, 32, 1]"
24,"[68, 32, 4]"
19,"[68, 32, 3]"
26,"[68, 32, 6]"
22,"[68, 32, 34]"
22,"[68, 32, 33]"
23,"[68, 32, 28]"
25,"[68, 32, 25]"
16,"[68, 32, 53]"
19,"[68, 32, 31]"
17,"[68, 32, 51]"
16,"[68, 32, 42]"
25,"[68, 18]"
24,"[68, 18, 70]"
19,"[68, 18, 55]"
23,"[68, 18, 54]"
20,"[68, 18, 20]"
19,"[68, 18, 37]"
