support,pattern
21,"[34, 17, 51]"
44,"[34, 29]"
36,"[34, 29, 69]"
43,"[34, 29, 70]"
38,"[34, 29, 48]"
38,"[34, 29, 0]"
31,"[34, 29, 55]"
33,"[34, 29, 54]"
32,"[34, 29, 49]"
26,"[34, 29, 10]"
21,"[34, 29, 32]"
30,"[34, 29, 27]"
28,"[34, 29, 56]"
18,"[34, 29, 50]"
27,"[34, 29, 35]"
26,"[34, 29, 58]"
41,"[34, 29, 17]"
37,"[34, 29, 29]"
16,"[34, 29, 1]"
18,"[34, 29, 60]"
28,"[34, 29, 4]"
19,"[34, 29, 3]"
35,"[34, 29, 6]"
24,"[34, 29, 7]"
27,"[34, 29, 34]"
32,"[34, 29, 33]"
32,"[34, 29, 28]"
34,"[34, 29, 25]"
29,"[34, 29, 20]"
19,"[34, 29, 13]"
18,"[34, 29, 53]"
17,"[34, 29, 8]"
22,"[34, 29, 26]"
27,"[34, 29, 37]"
22,"[34, 29, 42]"
19,"[34, 29, 12]"
21,"[34, 29, 51]"
43,"[34, 69]"
41,"[34, 69, 70]"
37,"[34, 69, 48]"
34,"[34, 69, 0]"
26,"[34, 69, 55]"
34,"[34, 69, 54]"
30,"[34, 69, 49]"
23,"[34, 69, 10]"
26,"[34, 69, 32]"
25,"[34, 69, 18]"
28,"[34, 69, 27]"
22,"[34, 69, 56]"
18,"[34, 69, 50]"
24,"[34, 69, 35]"
22,"[34, 69, 58]"
37,"[34, 69, 17]"
36,"[34, 69, 29]"
16,"[34, 69, 1]"
19,"[34, 69, 60]"
27,"[34, 69, 4]"
21,"[34, 69, 3]"
34,"[34, 69, 6]"
19,"[34, 69, 7]"
28,"[34, 69, 34]"
30,"[34, 69, 33]"
30,"[34, 69, 28]"
35,"[34, 69, 25]"
29,"[34, 69, 20]"
34,"[34, 69, 69]"
27,"[34, 69, 13]"
26,"[34, 69, 53]"
27,"[34, 69, 8]"
23,"[34, 69, 26]"
26,"[34, 69, 37]"
30,"[34, 69, 42]"
27,"[34, 69, 12]"
28,"[34, 69, 51]"
17,"[34, 69, 14]"
40,"[34, 0]"
30,"[34, 0, 55]"
31,"[34, 0, 54]"
31,"[34, 0, 49]"
38,"[34, 0, 70]"
23,"[34, 0, 10]"
21,"[34, 0, 32]"
16,"[34, 0, 18]"
29,"[34, 0, 27]"
26,"[34, 0, 56]"
27,"[34, 0, 35]"
26,"[34, 0, 58]"
34,"[34, 0, 0]"
38,"[34, 0, 17]"
39,"[34, 0, 29]"
17,"[34, 0, 1]"
27,"[34, 0, 4]"
29,"[34, 0, 3]"
33,"[34, 0, 6]"
23,"[34, 0, 7]"
26,"[34, 0, 34]"
29,"[34, 0, 33]"
30,"[34, 0, 28]"
33,"[34, 0, 25]"
35,"[34, 0, 48]"
25,"[34, 0, 20]"
34,"[34, 0, 69]"
20,"[34, 0, 13]"
19,"[34, 0, 53]"
19,"[34, 0, 8]"
19,"[34, 0, 26]"
25,"[34, 0, 37]"
21,"[34, 0, 42]"
19,"[34, 0, 12]"
21,"[34, 0, 51]"
30,"[34, 10]"
17,"[34, 10, 32]"
23,"[34, 10, 27]"
26,"[34, 10, 56]"
30,"[34, 10, 70]"
21,"[34, 10, 35]"
19,"[34, 10, 58]"
26,"[34, 10, 0]"
29,"[34, 10, 17]"
28,"[34, 10, 29]"
18,"[34, 10, 4]"
23,"[34, 10, 6]"
21,"[34, 10, 34]"
25,"[34, 10, 33]"
23,"[34, 10, 28]"
26,"[34, 10, 25]"
25,"[34, 10, 48]"
23,"[34, 10, 54]"
21,"[34, 10, 20]"
26,"[34, 10, 69]"
17,"[34, 10, 26]"
20,"[34, 10, 37]"
23,"[34, 10, 55]"
22,"[34, 10, 49]"
28,"[34, 56]"
17,"[34, 56, 56]"
28,"[34, 56, 70]"
19,"[34, 56, 35]"
18,"[34, 56, 58]"
24,"[34, 56, 0]"
20,"[34, 56, 27]"
26,"[34, 56, 17]"
24,"[34, 56, 29]"
19,"[34, 56, 4]"
20,"[34, 56, 6]"
20,"[34, 56, 34]"
24,"[34, 56, 33]"
21,"[34, 56, 28]"
24,"[34, 56, 25]"
22,"[34, 56, 48]"
23,"[34, 56, 54]"
19,"[34, 56, 20]"
25,"[34, 56, 69]"
16,"[34, 56, 26]"
18,"[34, 56, 37]"
21,"[34, 56, 55]"
22,"[34, 56, 49]"
33,"[34, 35]"
24,"[34, 35, 58]"
33,"[34, 35, 70]"
26,"[34, 35, 0]"
22,"[34, 35, 27]"
31,"[34, 35, 17]"
29,"[34, 35, 29]"
16,"[34, 35, 4]"
21,"[34, 35, 6]"
21,"[34, 35, 34]"
23,"[34, 35, 33]"
24,"[34, 35, 28]"
27,"[34, 35, 25]"
27,"[34, 35, 48]"
26,"[34, 35, 54]"
21,"[34, 35, 20]"
28,"[34, 35, 69]"
18,"[34, 35, 56]"
21,"[34, 35, 37]"
22,"[34, 35, 55]"
24,"[34, 35, 49]"
16,"[34, 35, 42]"
17,"[34, 35, 51]"
29,"[34, 58]"
29,"[34, 58, 70]"
24,"[34, 58, 0]"
21,"[34, 58, 27]"
27,"[34, 58, 17]"
27,"[34, 58, 29]"
19,"[34, 58, 6]"
19,"[34, 58, 34]"
22,"[34, 58, 33]"
23,"[34, 58, 28]"
23,"[34, 58, 25]"
24,"[34, 58, 48]"
24,"[34, 58, 54]"
20,"[34, 58, 20]"
25,"[34, 58, 69]"
17,"[34, 58, 56]"
19,"[34, 58, 37]"
20,"[34, 58, 55]"
21,"[34, 58, 49]"
19,"[34, 1]"
16,"[34, 1, 70]"
16,"[34, 1, 29]"
28,"[34, 60]"
18,"[34, 60, 4]"
21,"[34, 60, 6]"
28,"[34, 60, 70]"
18,"[34, 60, 33]"
17,"[34, 60, 28]"
20,"[34, 60, 27]"
26,"[34, 60, 17]"
24,"[34, 60, 29]"
23,"[34, 60, 0]"
19,"[34, 60, 25]"
22,"[34, 60, 48]"
19,"[34, 60, 54]"
24,"[34, 60, 69]"
16,"[34, 60, 32]"
17,"[34, 60, 18]"
18,"[34, 60, 8]"
19,"[34, 60, 26]"
20,"[34, 60, 50]"
21,"[34, 60, 55]"
19,"[34, 60, 49]"
16,"[34, 60, 60]"
29,"[34, 4]"
20,"[34, 4, 6]"
28,"[34, 4, 70]"
20,"[34, 4, 34]"
22,"[34, 4, 33]"
21,"[34, 4, 28]"
18,"[34, 4, 27]"
23,"[34, 4, 17]"
24,"[34, 4, 29]"
24,"[34, 4, 0]"
23,"[34, 4, 25]"
24,"[34, 4, 48]"
20,"[34, 4, 54]"
17,"[34, 4, 20]"
25,"[34, 4, 69]"
17,"[34, 4, 35]"
20,"[34, 4, 4]"
17,"[34, 4, 58]"
17,"[34, 4, 56]"
21,"[34, 4, 55]"
21,"[34, 4, 49]"
29,"[34, 3]"
26,"[34, 3, 6]"
21,"[34, 3, 7]"
29,"[34, 3, 70]"
22,"[34, 3, 34]"
24,"[34, 3, 33]"
23,"[34, 3, 28]"
22,"[34, 3, 27]"
27,"[34, 3, 17]"
28,"[34, 3, 29]"
24,"[34, 3, 0]"
26,"[34, 3, 25]"
26,"[34, 3, 48]"
23,"[34, 3, 54]"
17,"[34, 3, 20]"
25,"[34, 3, 69]"
20,"[34, 3, 35]"
21,"[34, 3, 4]"
20,"[34, 3, 58]"
16,"[34, 3, 26]"
19,"[34, 3, 56]"
20,"[34, 3, 37]"
22,"[34, 3, 55]"
22,"[34, 3, 49]"
39,"[34, 6]"
24,"[34, 6, 7]"
39,"[34, 6, 70]"
25,"[34, 6, 34]"
28,"[34, 6, 33]"
28,"[34, 6, 28]"
27,"[34, 6, 27]"
36,"[34, 6, 17]"
34,"[34, 6, 29]"
32,"[34, 6, 0]"
30,"[34, 6, 25]"
32,"[34, 6, 48]"
29,"[34, 6, 54]"
25,"[34, 6, 20]"
35,"[34, 6, 69]"
19,"[34, 6, 13]"
18,"[34, 6, 53]"
25,"[34, 6, 35]"
18,"[34, 6, 32]"
17,"[34, 6, 8]"
24,"[34, 6, 6]"
28,"[34, 6, 4]"
24,"[34, 6, 58]"
19,"[34, 6, 26]"
26,"[34, 6, 56]"
25,"[34, 6, 37]"
30,"[34, 6, 55]"
28,"[34, 6, 49]"
21,"[34, 6, 10]"
22,"[34, 6, 42]"
19,"[34, 6, 12]"
21,"[34, 6, 51]"
24,"[34, 7]"
24,"[34, 7, 70]"
16,"[34, 7, 34]"
18,"[34, 7, 33]"
20,"[34, 7, 28]"
17,"[34, 7, 27]"
22,"[34, 7, 17]"
21,"[34, 7, 29]"
18,"[34, 7, 0]"
21,"[34, 7, 25]"
21,"[34, 7, 48]"
17,"[34, 7, 54]"
21,"[34, 7, 69]"
16,"[34, 7, 35]"
16,"[34, 7, 6]"
17,"[34, 7, 4]"
17,"[34, 7, 26]"
17,"[34, 7, 56]"
18,"[34, 7, 37]"
16,"[34, 7, 55]"
33,"[34, 34]"
28,"[34, 34, 33]"
29,"[34, 34, 28]"
26,"[34, 34, 27]"
30,"[34, 34, 17]"
30,"[34, 34, 29]"
28,"[34, 34, 0]"
32,"[34, 34, 25]"
29,"[34, 34, 48]"
27,"[34, 34, 54]"
24,"[34, 34, 20]"
27,"[34, 34, 69]"
20,"[34, 34, 32]"
17,"[34, 34, 18]"
20,"[34, 34, 8]"
31,"[34, 34, 70]"
24,"[34, 34, 6]"
20,"[34, 34, 4]"
19,"[34, 34, 34]"
20,"[34, 34, 26]"
17,"[34, 34, 50]"
16,"[34, 34, 56]"
22,"[34, 34, 37]"
23,"[34, 34, 55]"
26,"[34, 34, 49]"
16,"[34, 34, 60]"
27,"[34, 13]"
24,"[34, 13, 53]"
22,"[34, 13, 70]"
17,"[34, 13, 6]"
16,"[34, 13, 33]"
19,"[34, 13, 28]"
20,"[34, 13, 48]"
19,"[34, 13, 0]"
21,"[34, 13, 29]"
20,"[34, 13, 17]"
19,"[34, 13, 54]"
21,"[34, 13, 69]"
17,"[34, 13, 25]"
27,"[34, 53]"
16,"[34, 53, 32]"
22,"[34, 53, 70]"
17,"[34, 53, 6]"
18,"[34, 53, 28]"
16,"[34, 53, 55]"
21,"[34, 53, 48]"
19,"[34, 53, 0]"
22,"[34, 53, 29]"
20,"[34, 53, 17]"
21,"[34, 53, 54]"
17,"[34, 53, 25]"
18,"[34, 53, 69]"
16,"[34, 31]"
16,"[34, 31, 0]"
16,"[34, 31, 29]"
31,"[34, 42]"
25,"[34, 42, 69]"
17,"[34, 42, 42]"
25,"[34, 42, 29]"
20,"[34, 42, 6]"
17,"[34, 42, 4]"
16,"[34, 42, 10]"
26,"[34, 42, 70]"
17,"[34, 42, 34]"
20,"[34, 42, 33]"
20,"[34, 42, 28]"
22,"[34, 42, 25]"
22,"[34, 42, 48]"
22,"[34, 42, 54]"
22,"[34, 42, 0]"
18,"[34, 42, 20]"
16,"[34, 42, 37]"
20,"[34, 42, 27]"
24,"[34, 42, 17]"
16,"[34, 42, 8]"
21,"[34, 42, 51]"
18,"[34, 42, 49]"
21,"[34, 42, 13]"
20,"[34, 42, 53]"
18,"[34, 42, 32]"
17,"[34, 42, 14]"
27,"[34, 12]"
23,"[34, 12, 42]"
17,"[34, 12, 0]"
23,"[34, 12, 69]"
19,"[34, 12, 51]"
23,"[34, 12, 70]"
18,"[34, 12, 25]"
20,"[34, 12, 48]"
17,"[34, 12, 54]"
17,"[34, 12, 13]"
16,"[34, 12, 53]"
19,"[34, 12, 29]"
16,"[34, 12, 33]"
18,"[34, 12, 17]"
29,"[34, 51]"
25,"[34, 51, 70]"
21,"[34, 51, 25]"
23,"[34, 51, 48]"
19,"[34, 51, 54]"
18,"[34, 51, 49]"
19,"[34, 51, 32]"
16,"[34, 51, 18]"
20,"[34, 51, 27]"
23,"[34, 51, 17]"
22,"[34, 51, 29]"
21,"[34, 51, 0]"
19,"[34, 51, 6]"
16,"[34, 51, 4]"
18,"[34, 51, 33]"
18,"[34, 51, 28]"
16,"[34, 51, 55]"
22,"[34, 51, 69]"
20,"[34, 51, 13]"
18,"[34, 51, 53]"
18,"[34, 36]"
18,"[34, 36, 17]"
17,"[34, 36, 29]"
18,"[34, 36, 70]"
21,"[34, 14]"
17,"[34, 14, 69]"
17,"[34, 14, 17]"
16,"[34, 14, 29]"
16,"[34, 14, 0]"
17,"[34, 14, 70]"
16,"[34, 14, 51]"
17,"[34, 63]"
17,"[34, 63, 17]"
17,"[34, 63, 70]"
47,[33]
47,"[33, 28]"
46,"[33, 28, 25]"
36,"[33, 28, 49]"
46,"[33, 28, 48]"
47,"[33, 28, 70]"
45,"[33, 28, 54]"
31,"[33, 28, 32]"
30,"[33, 28, 18]"
32,"[33, 28, 55]"
35,"[33, 28, 20]"
34,"[33, 28, 37]"
30,"[33, 28, 26]"
28,"[33, 28, 50]"
28,"[33, 28, 8]"
35,"[33, 28, 27]"
45,"[33, 28, 17]"
44,"[33, 28, 29]"
42,"[33, 28, 69]"
40,"[33, 28, 0]"
24,"[33, 28, 10]"
25,"[33, 28, 56]"
28,"[33, 28, 35]"
24,"[33, 28, 58]"
26,"[33, 28, 60]"
28,"[33, 28, 4]"
22,"[33, 28, 3]"
37,"[33, 28, 6]"
18,"[33, 28, 7]"
28,"[33, 28, 34]"
30,"[33, 28, 33]"
39,"[33, 28, 28]"
26,"[33, 28, 13]"
26,"[33, 28, 53]"
30,"[33, 28, 42]"
24,"[33, 28, 12]"
24,"[33, 28, 51]"
18,"[33, 28, 36]"
16,"[33, 28, 14]"
16,"[33, 28, 63]"
47,"[33, 25]"
37,"[33, 25, 49]"
46,"[33, 25, 48]"
37,"[33, 25, 25]"
47,"[33, 25, 70]"
41,"[33, 25, 54]"
28,"[33, 25, 32]"
29,"[33, 25, 18]"
33,"[33, 25, 55]"
31,"[33, 25, 20]"
31,"[33, 25, 37]"
27,"[33, 25, 26]"
25,"[33, 25, 50]"
28,"[33, 25, 8]"
34,"[33, 25, 27]"
45,"[33, 25, 17]"
43,"[33, 25, 29]"
38,"[33, 25, 69]"
39,"[33, 25, 0]"
21,"[33, 25, 10]"
24,"[33, 25, 56]"
28,"[33, 25, 35]"
24,"[33, 25, 58]"
16,"[33, 25, 1]"
25,"[33, 25, 60]"
27,"[33, 25, 4]"
21,"[33, 25, 3]"
36,"[33, 25, 6]"
18,"[33, 25, 7]"
26,"[33, 25, 34]"
29,"[33, 25, 33]"
34,"[33, 25, 28]"
22,"[33, 25, 13]"
21,"[33, 25, 53]"
26,"[33, 25, 42]"
22,"[33, 25, 12]"
22,"[33, 25, 51]"
17,"[33, 25, 36]"
37,"[33, 49]"
23,"[33, 49, 48]"
21,"[33, 49, 49]"
17,"[33, 49, 25]"
34,"[33, 49, 70]"
28,"[33, 49, 54]"
19,"[33, 49, 32]"
30,"[33, 49, 55]"
18,"[33, 49, 20]"
17,"[33, 49, 37]"
17,"[33, 49, 8]"
25,"[33, 49, 27]"
33,"[33, 49, 17]"
33,"[33, 49, 29]"
29,"[33, 49, 69]"
26,"[33, 49, 0]"
19,"[33, 49, 4]"
24,"[33, 49, 6]"
19,"[33, 49, 33]"
19,"[33, 49, 28]"
16,"[33, 49, 53]"
16,"[33, 49, 51]"
46,"[33, 48]"
36,"[33, 48, 49]"
38,"[33, 48, 48]"
33,"[33, 48, 25]"
45,"[33, 48, 70]"
40,"[33, 48, 54]"
26,"[33, 48, 32]"
26,"[33, 48, 18]"
32,"[33, 48, 55]"
30,"[33, 48, 20]"
29,"[33, 48, 37]"
26,"[33, 48, 26]"
24,"[33, 48, 50]"
26,"[33, 48, 8]"
31,"[33, 48, 27]"
44,"[33, 48, 17]"
42,"[33, 48, 29]"
37,"[33, 48, 69]"
37,"[33, 48, 0]"
20,"[33, 48, 10]"
22,"[33, 48, 56]"
24,"[33, 48, 35]"
21,"[33, 48, 58]"
24,"[33, 48, 60]"
25,"[33, 48, 4]"
20,"[33, 48, 3]"
34,"[33, 48, 6]"
16,"[33, 48, 7]"
23,"[33, 48, 34]"
27,"[33, 48, 33]"
29,"[33, 48, 28]"
21,"[33, 48, 13]"
22,"[33, 48, 53]"
23,"[33, 48, 42]"
20,"[33, 48, 12]"
22,"[33, 48, 51]"
47,"[33, 70]"
44,"[33, 70, 48]"
46,"[33, 70, 54]"
30,"[33, 70, 32]"
28,"[33, 70, 18]"
47,"[33, 70, 70]"
33,"[33, 70, 55]"
37,"[33, 70, 20]"
32,"[33, 70, 37]"
28,"[33, 70, 26]"
26,"[33, 70, 50]"
28,"[33, 70, 8]"
34,"[33, 70, 27]"
45,"[33, 70, 17]"
44,"[33, 70, 29]"
39,"[33, 70, 69]"
41,"[33, 70, 0]"
36,"[33, 70, 49]"
25,"[33, 70, 10]"
26,"[33, 70, 56]"
27,"[33, 70, 35]"
22,"[33, 70, 58]"
17,"[33, 70, 1]"
25,"[33, 70, 60]"
27,"[33, 70, 4]"
24,"[33, 70, 3]"
36,"[33, 70, 6]"
20,"[33, 70, 7]"
32,"[33, 70, 34]"
34,"[33, 70, 33]"
41,"[33, 70, 28]"
44,"[33, 70, 25]"
24,"[33, 70, 13]"
23,"[33, 70, 53]"
27,"[33, 70, 42]"
23,"[33, 70, 12]"
25,"[33, 70, 51]"
18,"[33, 70, 36]"
16,"[33, 70, 63]"
46,"[33, 54]"
27,"[33, 54, 32]"
26,"[33, 54, 18]"
44,"[33, 54, 70]"
33,"[33, 54, 55]"
36,"[33, 54, 54]"
31,"[33, 54, 20]"
30,"[33, 54, 37]"
28,"[33, 54, 26]"
27,"[33, 54, 50]"
26,"[33, 54, 8]"
32,"[33, 54, 27]"
44,"[33, 54, 17]"
43,"[33, 54, 29]"
39,"[33, 54, 69]"
34,"[33, 54, 48]"
38,"[33, 54, 0]"
30,"[33, 54, 49]"
24,"[33, 54, 10]"
25,"[33, 54, 56]"
23,"[33, 54, 35]"
19,"[33, 54, 58]"
24,"[33, 54, 60]"
24,"[33, 54, 4]"
21,"[33, 54, 3]"
33,"[33, 54, 6]"
17,"[33, 54, 7]"
24,"[33, 54, 34]"
26,"[33, 54, 33]"
32,"[33, 54, 28]"
32,"[33, 54, 25]"
25,"[33, 54, 13]"
22,"[33, 54, 53]"
25,"[33, 54, 42]"
22,"[33, 54, 12]"
21,"[33, 54, 51]"
18,"[33, 54, 36]"
32,"[33, 32]"
29,"[33, 32, 18]"
30,"[33, 32, 70]"
24,"[33, 32, 55]"
26,"[33, 32, 54]"
17,"[33, 32, 20]"
19,"[33, 32, 37]"
19,"[33, 32, 26]"
20,"[33, 32, 32]"
28,"[33, 32, 8]"
28,"[33, 32, 27]"
31,"[33, 32, 17]"
30,"[33, 32, 29]"
26,"[33, 32, 69]"
27,"[33, 32, 48]"
28,"[33, 32, 0]"
23,"[33, 32, 49]"
18,"[33, 32, 10]"
21,"[33, 32, 56]"
21,"[33, 32, 35]"
21,"[33, 32, 58]"
23,"[33, 32, 4]"
20,"[33, 32, 3]"
27,"[33, 32, 6]"
18,"[33, 32, 7]"
21,"[33, 32, 34]"
24,"[33, 32, 33]"
25,"[33, 32, 28]"
28,"[33, 32, 25]"
16,"[33, 32, 13]"
18,"[33, 32, 51]"
31,"[33, 18]"
30,"[33, 18, 70]"
23,"[33, 18, 55]"
27,"[33, 18, 54]"
19,"[33, 18, 20]"
18,"[33, 18, 37]"
18,"[33, 18, 26]"
19,"[33, 18, 32]"
27,"[33, 18, 8]"
27,"[33, 18, 27]"
30,"[33, 18, 17]"
30,"[33, 18, 29]"
26,"[33, 18, 69]"
28,"[33, 18, 48]"
28,"[33, 18, 0]"
23,"[33, 18, 49]"
19,"[33, 18, 10]"
21,"[33, 18, 56]"
20,"[33, 18, 35]"
18,"[33, 18, 58]"
22,"[33, 18, 4]"
18,"[33, 18, 3]"
27,"[33, 18, 6]"
17,"[33, 18, 7]"
21,"[33, 18, 34]"
22,"[33, 18, 33]"
25,"[33, 18, 28]"
28,"[33, 18, 25]"
17,"[33, 18, 51]"
34,"[33, 55]"
19,"[33, 55, 54]"
22,"[33, 55, 20]"
22,"[33, 55, 27]"
26,"[33, 55, 17]"
27,"[33, 55, 29]"
31,"[33, 55, 69]"
32,"[33, 55, 70]"
21,"[33, 55, 48]"
22,"[33, 55, 0]"
20,"[33, 55, 55]"
16,"[33, 55, 49]"
18,"[33, 55, 4]"
20,"[33, 55, 6]"
20,"[33, 55, 33]"
16,"[33, 55, 28]"
19,"[33, 55, 25]"
16,"[33, 55, 42]"
42,"[33, 20]"
34,"[33, 20, 37]"
32,"[33, 20, 26]"
30,"[33, 20, 50]"
26,"[33, 20, 32]"
27,"[33, 20, 18]"
24,"[33, 20, 8]"
33,"[33, 20, 27]"
40,"[33, 20, 17]"
37,"[33, 20, 29]"
36,"[33, 20, 69]"
42,"[33, 20, 70]"
39,"[33, 20, 48]"
34,"[33, 20, 0]"
30,"[33, 20, 55]"
36,"[33, 20, 54]"
32,"[33, 20, 49]"
22,"[33, 20, 10]"
23,"[33, 20, 56]"
24,"[33, 20, 35]"
22,"[33, 20, 58]"
27,"[33, 20, 60]"
25,"[33, 20, 4]"
18,"[33, 20, 3]"
33,"[33, 20, 6]"
22,"[33, 20, 34]"
26,"[33, 20, 33]"
37,"[33, 20, 28]"
40,"[33, 20, 25]"
28,"[33, 20, 20]"
19,"[33, 20, 13]"
18,"[33, 20, 53]"
24,"[33, 20, 42]"
21,"[33, 20, 12]"
19,"[33, 20, 51]"
17,"[33, 20, 36]"
38,"[33, 37]"
30,"[33, 37, 26]"
26,"[33, 37, 50]"
23,"[33, 37, 32]"
22,"[33, 37, 18]"
21,"[33, 37, 8]"
30,"[33, 37, 27]"
37,"[33, 37, 17]"
35,"[33, 37, 29]"
33,"[33, 37, 69]"
37,"[33, 37, 70]"
31,"[33, 37, 48]"
32,"[33, 37, 0]"
28,"[33, 37, 55]"
28,"[33, 37, 54]"
25,"[33, 37, 49]"
17,"[33, 37, 10]"
20,"[33, 37, 56]"
17,"[33, 37, 35]"
16,"[33, 37, 58]"
27,"[33, 37, 60]"
24,"[33, 37, 4]"
16,"[33, 37, 3]"
29,"[33, 37, 6]"
18,"[33, 37, 34]"
22,"[33, 37, 33]"
25,"[33, 37, 28]"
27,"[33, 37, 25]"
22,"[33, 37, 20]"
18,"[33, 37, 13]"
16,"[33, 37, 53]"
19,"[33, 37, 42]"
17,"[33, 37, 12]"
18,"[33, 37, 51]"
17,"[33, 37, 36]"
35,"[33, 26]"
28,"[33, 26, 50]"
21,"[33, 26, 32]"
21,"[33, 26, 18]"
20,"[33, 26, 8]"
26,"[33, 26, 27]"
33,"[33, 26, 17]"
31,"[33, 26, 29]"
29,"[33, 26, 69]"
33,"[33, 26, 70]"
32,"[33, 26, 48]"
28,"[33, 26, 0]"
24,"[33, 26, 55]"
24,"[33, 26, 54]"
23,"[33, 26, 49]"
16,"[33, 26, 10]"
18,"[33, 26, 56]"
16,"[33, 26, 35]"
17,"[33, 26, 60]"
24,"[33, 26, 4]"
16,"[33, 26, 3]"
29,"[33, 26, 6]"
17,"[33, 26, 34]"
23,"[33, 26, 33]"
25,"[33, 26, 28]"
27,"[33, 26, 25]"
20,"[33, 26, 20]"
16,"[33, 26, 37]"
17,"[33, 26, 42]"
16,"[33, 26, 12]"
17,"[33, 26, 51]"
31,"[33, 50]"
17,"[33, 50, 32]"
16,"[33, 50, 18]"
17,"[33, 50, 8]"
21,"[33, 50, 27]"
29,"[33, 50, 17]"
26,"[33, 50, 29]"
24,"[33, 50, 69]"
28,"[33, 50, 70]"
24,"[33, 50, 48]"
24,"[33, 50, 0]"
20,"[33, 50, 55]"
21,"[33, 50, 54]"
21,"[33, 50, 49]"
16,"[33, 50, 56]"
19,"[33, 50, 4]"
23,"[33, 50, 6]"
19,"[33, 50, 33]"
19,"[33, 50, 28]"
22,"[33, 50, 25]"
16,"[33, 50, 20]"
29,"[33, 8]"
27,"[33, 8, 27]"
28,"[33, 8, 17]"
26,"[33, 8, 29]"
26,"[33, 8, 69]"
28,"[33, 8, 70]"
27,"[33, 8, 48]"
25,"[33, 8, 0]"
23,"[33, 8, 55]"
25,"[33, 8, 54]"
22,"[33, 8, 49]"
18,"[33, 8, 10]"
18,"[33, 8, 32]"
21,"[33, 8, 56]"
18,"[33, 8, 35]"
17,"[33, 8, 58]"
23,"[33, 8, 4]"
18,"[33, 8, 3]"
26,"[33, 8, 6]"
18,"[33, 8, 7]"
19,"[33, 8, 34]"
22,"[33, 8, 33]"
25,"[33, 8, 28]"
27,"[33, 8, 25]"
17,"[33, 8, 20]"
16,"[33, 8, 8]"
18,"[33, 8, 26]"
18,"[33, 8, 37]"
16,"[33, 8, 51]"
37,"[33, 27]"
34,"[33, 27, 17]"
32,"[33, 27, 29]"
30,"[33, 27, 69]"
34,"[33, 27, 70]"
30,"[33, 27, 48]"
32,"[33, 27, 0]"
26,"[33, 27, 55]"
29,"[33, 27, 54]"
26,"[33, 27, 49]"
21,"[33, 27, 10]"
17,"[33, 27, 32]"
24,"[33, 27, 27]"
23,"[33, 27, 56]"
23,"[33, 27, 35]"
22,"[33, 27, 58]"
25,"[33, 27, 4]"
22,"[33, 27, 3]"
30,"[33, 27, 6]"
18,"[33, 27, 7]"
22,"[33, 27, 34]"
27,"[33, 27, 33]"
26,"[33, 27, 28]"
30,"[33, 27, 25]"
21,"[33, 27, 20]"
18,"[33, 27, 8]"
19,"[33, 27, 26]"
19,"[33, 27, 37]"
46,"[33, 17]"
42,"[33, 17, 29]"
37,"[33, 17, 69]"
45,"[33, 17, 70]"
38,"[33, 17, 48]"
38,"[33, 17, 0]"
32,"[33, 17, 55]"
35,"[33, 17, 54]"
30,"[33, 17, 49]"
23,"[33, 17, 10]"
19,"[33, 17, 32]"
31,"[33, 17, 27]"
25,"[33, 17, 56]"
17,"[33, 17, 50]"
25,"[33, 17, 35]"
22,"[33, 17, 58]"
40,"[33, 17, 17]"
17,"[33, 17, 60]"
27,"[33, 17, 4]"
22,"[33, 17, 3]"
34,"[33, 17, 6]"
19,"[33, 17, 7]"
24,"[33, 17, 34]"
30,"[33, 17, 33]"
32,"[33, 17, 28]"
34,"[33, 17, 25]"
25,"[33, 17, 20]"
18,"[33, 17, 13]"
17,"[33, 17, 53]"
16,"[33, 17, 8]"
22,"[33, 17, 26]"
25,"[33, 17, 37]"
20,"[33, 17, 42]"
18,"[33, 17, 12]"
18,"[33, 17, 51]"
44,"[33, 29]"
36,"[33, 29, 69]"
43,"[33, 29, 70]"
37,"[33, 29, 48]"
38,"[33, 29, 0]"
29,"[33, 29, 55]"
31,"[33, 29, 54]"
30,"[33, 29, 49]"
23,"[33, 29, 10]"
20,"[33, 29, 32]"
30,"[33, 29, 27]"
25,"[33, 29, 56]"
17,"[33, 29, 50]"
22,"[33, 29, 35]"
20,"[33, 29, 58]"
39,"[33, 29, 17]"
37,"[33, 29, 29]"
17,"[33, 29, 60]"
26,"[33, 29, 4]"
19,"[33, 29, 3]"
32,"[33, 29, 6]"
19,"[33, 29, 7]"
23,"[33, 29, 34]"
28,"[33, 29, 33]"
29,"[33, 29, 28]"
31,"[33, 29, 25]"
24,"[33, 29, 20]"
18,"[33, 29, 13]"
17,"[33, 29, 53]"
16,"[33, 29, 8]"
22,"[33, 29, 26]"
25,"[33, 29, 37]"
19,"[33, 29, 42]"
17,"[33, 29, 12]"
18,"[33, 29, 51]"
42,"[33, 69]"
40,"[33, 69, 70]"
38,"[33, 69, 48]"
34,"[33, 69, 0]"
26,"[33, 69, 55]"
34,"[33, 69, 54]"
29,"[33, 69, 49]"
21,"[33, 69, 10]"
25,"[33, 69, 32]"
25,"[33, 69, 18]"
28,"[33, 69, 27]"
22,"[33, 69, 56]"
18,"[33, 69, 50]"
22,"[33, 69, 35]"
19,"[33, 69, 58]"
37,"[33, 69, 17]"
36,"[33, 69, 29]"
19,"[33, 69, 60]"
